OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-MI,USGS Michigan Water Science Center,USGS-04001000,"WASHINGTON CREEK AT WINDIGO, MI",Stream,,04020300,13.2,sq mi,,,47.92127920000000,-89.1459197000000,24000,1,minutes,Interpolated from MAP.,NAD83,604.00,feet,.45,feet,GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,26,083,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04028100,"MONTREAL RIVER NEAR IRONWOOD, MI",Stream,,04010302,80.6,sq mi,,,46.50716955000000,-90.2298989000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,26,053,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04040000,"ONTONAGON RIVER NEAR ROCKLAND, MI",Stream,,04020102,1340,sq mi,,,46.72077420000000,-89.2070860000000,25000,1,minutes,Interpolated from MAP.,NAD83,638.66,feet,.01,feet,Level or other surveyed method.,NAVD88,US,26,131,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04040018,"ONTONAGON RIVER AT STATE HWY M-64 AT ONTONAGON, MI",Stream,,04020102,1380,sq mi,,,46.86744150000000,-89.3170860000000,25000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,26,131,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04043004,"STURGEON R NEAR CHASSELL, MI",Stream,,04020104,723,sq mi,,,46.97437350000000,-88.5226259000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,26,061,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04044755,"MINERS RIVER NR MUNISING, MI",Stream,,04020201,12.72,sq mi,,,46.48772616000000,-86.5407188000000,24000,1,minutes,Interpolated from MAP.,NAD83,618.34,feet,.87,feet,GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System,NAVD88,US,26,003,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04045500,"TAHQUAMENON RIVER NEAR PARADISE, MI",Stream,,04020202,790,sq mi,,,46.57458330000000,-85.2696388900000,24000,.1,seconds,Differentially corrected Global Positioning System.,NAD83,698.17,feet,.01,feet,Level or other surveyed method.,NAVD88,US,26,095,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04045510,"TAHQUAMENON RIVER AT EMERSON, MI",Stream,,04020202,808,sq mi,,,46.55640900000000,-85.0386981000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,26,033,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04045580,"ST MARYS RIVER ABOVE SAULT STE MARIE, MI",Stream,,04020300,80900,sq mi,,,46.49141107000000,-84.4214323000000,24000,1,minutes,Interpolated from MAP.,NAD83,,,,,,,US,26,033,,,,,,,,,,NWIS
USGS-MI,USGS Michigan Water Science Center,USGS-04057004,"MANISTIQUE RIVER ABOVE MANISTIQUE, MI",Stream,,04060106,1445,sq mi,,,45.97163900000000,-86.2431974000000,24000,1,seconds,Interpolated from MAP.,NAD83,605,feet,5,feet,Interpolated from topographic map.,NGVD29,US,26,153,,,,,,,,,,NWIS
