"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-IL","USGS Illinois Water Science Center","USGS-03341414","BROUILLETTS CREEK NEAR ST. BERNICE, IN","Stream",NA,5120111,260,"sq mi",260,"sq mi",39.68142476,-87.52113189,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",18,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-IN","USGS Indiana Water Science Center","USGS-03275000","WHITEWATER RIVER NEAR ALPINE, IN","Stream",NA,5080003,529,"sq mi",NA,NA,39.5743333,-85.15588889,24000,"Unknown","Unknown","Interpolated from Digital MAP.","NAD83",749.8,"feet",0.17,"feet","GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-IN","USGS Indiana Water Science Center","USGS-03275500","EAST FORK WHITEWATER RIVER AT RICHMOND, IN","Stream",NA,5080003,121,"sq mi",NA,NA,39.80671459,-84.907183,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",853.51,"feet",0.08,"feet","GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-IN","USGS Indiana Water Science Center","USGS-03275600","EAST FORK WHITEWATER RIVER AT ABINGTON, IN","Stream",NA,5080003,200,"sq mi",200,"sq mi",39.7325477,-84.9596837,24000,"1","seconds","Interpolated from MAP.","NAD83",790.03,"feet",0.15,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,177,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-IN","USGS Indiana Water Science Center","USGS-03276500","WHITEWATER RIVER AT BROOKVILLE, IN","Stream",NA,5080003,1224,"sq mi",1224,"sq mi",39.4074722,-85.01288889,24000,".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",594.88,"feet",0.05,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-IN","USGS Indiana Water Science Center","USGS-03276700","SOUTH HOGAN CREEK NEAR DILLSBORO, IND.","Stream",NA,5090203,38.1,"sq mi",NA,NA,39.0297792,-85.0380097,24000,"1","seconds","Interpolated from MAP.","NAD83",571,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",18,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-IN","USGS Indiana Water Science Center","USGS-03335700","BIG PINE CR NR WILLIAMSPORT IND","Stream",NA,5120108,323,"sq mi",NA,NA,40.31753699,-87.290567,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",511.68,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",18,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-IN","USGS Indiana Water Science Center","USGS-03340900","BIG RACCOON CREEK AT FERNDALE, IN","Stream",NA,5120108,222,"sq mi",NA,NA,39.71116667,-87.0712778,24000,"1","seconds","Interpolated from MAP.","NAD83",589.43,"feet",0.01,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,121,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-IN","USGS Indiana Water Science Center","USGS-03353000","WHITE RIVER AT INDIANAPOLIS, IN","Stream",NA,5120201,1635,"sq mi",NA,NA,39.73713889,-86.1696944,24000,"Unknown","Unknown","Interpolated from Digital MAP.","NAD83",662.03,"feet",0.05,"feet","GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-IN","USGS Indiana Water Science Center","USGS-03353200","EAGLE CREEK AT ZIONSVILLE, IN","Stream",NA,5120201,106,"sq mi",NA,NA,39.94642897,-86.2602702,24000,"1","seconds","Interpolated from MAP.","NAD83",813.44,"feet",0.08,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"11","USGS-IN","USGS Indiana Water Science Center","USGS-03353415","SCHOOL BRANCH AT MALONEY ROAD NEAR BROWNSBURG, IN","Stream",NA,5120201,3.39,"sq mi",NA,NA,39.88577778,-86.3554444,24000,".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",889.7,"feet",0.06,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,63,NA,NA,NA,NA,20150430,NA,NA,NA,NA,"NWIS"
"12","USGS-IN","USGS Indiana Water Science Center","USGS-03353420","SCHOOL BRANCH AT CR750N AT BROWNSBURG, IN","Stream",NA,5120201,4.7,"sq mi",NA,NA,39.8725833,-86.3615278,24000,".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",883.09,"feet",0.18,"feet","GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,63,NA,NA,NA,NA,20150610,NA,NA,NA,NA,"NWIS"
"13","USGS-IN","USGS Indiana Water Science Center","USGS-03353430","SCHOOL BRANCH AT NOBLE DRIVE AT BROWNSBURG, IN","Stream",NA,5120201,7.38,"sq mi",NA,NA,39.84694444,-86.3465,24000,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",838.11,"feet",0.08,"feet","GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,63,NA,NA,NA,NA,20141216,NA,NA,NA,NA,"NWIS"
"14","USGS-IN","USGS Indiana Water Science Center","USGS-03353637","LITTLE BUCK CREEK NEAR INDIANAPOLIS, IN","Stream",NA,5120201,17,"sq mi",NA,NA,39.6667121,-86.1963768,24000,"1","seconds","Interpolated from MAP.","NAD83",665.76,"feet",0.15,"feet","GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"15","USGS-IN","USGS Indiana Water Science Center","USGS-03353660","WHITE RIVER AT WAVERLY, IND.","Stream",NA,5120201,2021,"sq mi",NA,NA,39.56726935,-86.2549898,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",620,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",18,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"16","USGS-IN","USGS Indiana Water Science Center","USGS-03354000","WHITE RIVER NEAR CENTERTON, IN","Stream",NA,5120201,2444,"sq mi",NA,NA,39.4975477,-86.4005495,24000,"1","seconds","Interpolated from MAP.","NAD83",594.85,"feet",0.05,"feet","GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,109,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"17","USGS-IN","USGS Indiana Water Science Center","USGS-03357330","BIG WALNUT CREEK NEAR ROACHDALE, IN","Stream",NA,5120203,131,"sq mi",NA,NA,39.8162678,-86.7539873,24000,"Unknown","Unknown","Interpolated from Digital MAP.","NAD83",779.04,"feet",0.02,"feet","Global Positioning System.","NAVD88","US",18,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"18","USGS-IN","USGS Indiana Water Science Center","USGS-03360895","KESSINGER DITCH NEAR MONROE CITY, IN","Stream: Ditch",NA,5120202,56.2,"sq mi",NA,NA,38.5706041,-87.2769583,24000,"1","seconds","Interpolated from MAP.","NAD83",410.34,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",18,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"19","USGS-IN","USGS Indiana Water Science Center","USGS-03361000","BIG BLUE RIVER AT CARTHAGE, IN","Stream",NA,5120204,184,"sq mi",NA,NA,39.74393356,-85.575808,24000,"1","seconds","Interpolated from MAP.","NAD83",859.33,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",18,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"20","USGS-IN","USGS Indiana Water Science Center","USGS-03361638","LEARY-WEBER DITCH AT MOHAWK, IN","Stream: Ditch",NA,5120204,2.79,"sq mi",NA,NA,39.8425419,-85.8249792,24000,".1","seconds","Interpolated from Digital MAP.","NAD83",840.7,"feet",0.06,"feet","Global Positioning System.","NAVD88","US",18,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"21","USGS-IN","USGS Indiana Water Science Center","USGS-03364650","CLIFTY CREEK NEAR COLUMBUS, IN","Stream",NA,5120206,202,"sq mi",NA,NA,39.1853295,-85.8749872,24000,".1","seconds","Differentially corrected Global Positioning System.","NAD83",595.75,"feet",0.05,"feet","GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"22","USGS-IN","USGS Indiana Water Science Center","USGS-03366500","MUSCATATUCK RIVER NEAR DEPUTY, IN","Stream",NA,5120207,293,"sq mi",NA,NA,38.80422346,-85.673855,24000,"1","seconds","Interpolated from MAP.","NAD83",539.42,"feet",0.01,"feet","Level or other surveyed method.","NAVD88","US",18,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"23","USGS-IN","USGS Indiana Water Science Center","USGS-03373500","EAST FORK WHITE RIVER AT SHOALS, IN","Stream",NA,5120208,4927,"sq mi",NA,NA,38.66699568,-86.79194299,24000,"1","seconds","Interpolated from MAP.","NAD83",441.91,"feet",0.17,"feet","Global Positioning System.","NAVD88","US",18,101,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"24","USGS-IN","USGS Indiana Water Science Center","USGS-03373530","LOST RIVER NEAR LEIPSIC, IN","Stream",NA,5120208,34.8,"sq mi",NA,NA,38.6364438,-86.3652639,24000,"1","seconds","Interpolated from MAP.","NAD83",645,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",18,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"25","USGS-IN","USGS Indiana Water Science Center","USGS-03374100","WHITE RIVER AT HAZLETON, IN","Stream",NA,5120202,11305,"sq mi",NA,NA,38.4897695,-87.55002269,24000,"5","seconds","Interpolated from MAP.","NAD83",382.77,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"26","USGS-IN","USGS Indiana Water Science Center","USGS-03374470","PATOKA RIVER NEAR ENGLISH, IND.","Stream",NA,5120209,30.8,"sq mi",NA,NA,38.44061314,-86.4558185,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",18,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"27","USGS-IN","USGS Indiana Water Science Center","USGS-04092750","INDIANA HARBOR CANAL AT EAST CHICAGO, IN","Stream: Canal",NA,4040001,NA,NA,NA,NA,41.6492023,-87.4686529,24000,"1","seconds","Interpolated from MAP.","NAD83",569.89,"feet",0.02,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"28","USGS-IN","USGS Indiana Water Science Center","USGS-04095090","PORTAGE-BURNS WATERWAY AT PORTAGE, IN","Stream: Ditch",NA,4040001,331,"sq mi",NA,NA,41.62225939,-87.1758685,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",574.38,"feet",0.01,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"29","USGS-IN","USGS Indiana Water Science Center","USGS-04178100","ST. JOSEPH RIVER AT NEWVILLE, IND.","Stream",NA,4100003,615,"sq mi",NA,NA,41.37505049,-84.8113486,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",18,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"30","USGS-IN","USGS Indiana Water Science Center","USGS-04182000","ST. MARYS RIVER NEAR FORT WAYNE, IN","Stream",NA,4100004,762,"sq mi",NA,NA,40.9878257,-85.111914,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",748.41,"feet",0.01,"feet","Global Positioning System.","NAVD88","US",18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"31","USGS-IN","USGS Indiana Water Science Center","USGS-04183000","MAUMEE RIVER AT NEW HAVEN, IN","Stream",NA,4100005,1967,"sq mi",NA,NA,41.08504866,-85.0221904,24000,"1","seconds","Interpolated from MAP.","NAD83",723.95,"feet",0.05,"feet","Global Positioning System.","NAVD88","US",18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"32","USGS-IN","USGS Indiana Water Science Center","USGS-04183038","BLACK CREEK NEAR HARLAN, IN","Stream",NA,4100005,12.36,"sq mi",NA,NA,41.1830833,-84.8696944,24000,".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",723.46,"feet",0.1,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,3,NA,NA,NA,NA,20150818,NA,NA,NA,NA,"NWIS"
"33","USGS-IN","USGS Indiana Water Science Center","USGS-04183105","MAUMEE RIVER AT SR 101 NEAR WOODBURN, IN","Stream",NA,4100005,2089,"sq mi",NA,NA,41.16977778,-84.8491667,24000,"Unknown","Unknown","Interpolated from Digital MAP.","NAD83",704.37,"feet",0.06,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,3,NA,NA,NA,NA,20180709,NA,NA,NA,NA,"NWIS"
"34","USGS-IN","USGS Indiana Water Science Center","USGS-05515500","KANKAKEE RIVER AT DAVIS, IN","Stream",NA,7120001,542,"sq mi",405,"sq mi",41.38963889,-86.7061667,24000,".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",664.34,"feet",0.06,"feet","Level or other surveyed method.","NAVD88","US",18,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"35","USGS-IN","USGS Indiana Water Science Center","USGS-05517500","KANKAKEE RIVER AT DUNNS BRIDGE, IN","Stream",NA,7120001,1352,"sq mi",1160,"sq mi",41.2200392,-86.968356,24000,"1","seconds","Interpolated from MAP.","NAD83",649.18,"feet",0.06,"feet","Differentially corrected Global Positioning System.","NAVD88","US",18,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"36","USGS-IN","USGS Indiana Water Science Center","USGS-05518000","KANKAKEE RIVER AT SHELBY, IN","Stream",NA,7120001,1779,"sq mi",NA,NA,41.1828134,-87.3403096,24000,"1","seconds","Interpolated from MAP.","NAD83",627.94,"feet",0.01,"feet","GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"37","USGS-IN","USGS Indiana Water Science Center","USGS-05524500","IROQUOIS RIVER NEAR FORESMAN, IN","Stream",NA,7120002,449,"sq mi",NA,NA,40.87059306,-87.3066912,24000,"1","seconds","Interpolated from MAP.","NAD83",623.81,"feet",0.1,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"38","USGS-IN","USGS Indiana Water Science Center","USGS-05536195","LITTLE CALUMET RIVER AT MUNSTER, IN","Stream",NA,7120003,90,"sq mi",NA,NA,41.5775,-87.5222222,24000,"1","seconds","Interpolated from MAP.","NAD83",580.34,"feet",0.11,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"39","USGS-IN","USGS Indiana Water Science Center","USGS-375820087343502","OHIO RIVER AT EVANSVILLE, IND.","Stream",NA,5140202,NA,NA,NA,NA,37.9722644,-87.5764045,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",18,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"40","USGS-IN","USGS Indiana Water Science Center","USGS-385234087071801","WHITE RIVER AT HIGHWAY 58 NEAR ELNORA, IN","Stream",NA,5120202,4793,"sq mi",NA,NA,38.8761577,-87.1216775,24000,"1","seconds","Interpolated from MAP.","NAD83",455,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",18,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"41","USGS-IN","USGS Indiana Water Science Center","USGS-391732085414401","CLIFTY CREEK AT CO RD 1150 E NEAR HARTSVILLE, IN","Stream",NA,5120206,87.9,"sq mi",NA,NA,39.292273,-85.6955352,24000,"1","seconds","Interpolated from MAP.","NAD83",695,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",18,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"42","USGS-IN","USGS Indiana Water Science Center","USGS-393306086585201","BIG WALNUT CREEK AT CO RD 700 W AT REELSVILLE, IN","Stream",NA,5120203,318,"sq mi",NA,NA,39.5517104,-86.9811239,24000,"1","seconds","Interpolated from MAP.","NAD83",597,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",18,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"43","USGS-IN","USGS Indiana Water Science Center","USGS-394153086141000","WHITE RIVER AT SOUTHPORT RD NR INDIANAPOLIS IN","Stream",NA,5120201,NA,NA,NA,NA,39.69810044,-86.2361,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",18,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"44","USGS-IN","USGS Indiana Water Science Center","USGS-394340085524601","SUGAR CREEK AT CO RD 400 S AT NEW PALESTINE, IN","Stream",NA,5120204,92.6,"sq mi",NA,NA,39.72782144,-85.8794246,24000,"1","seconds","Interpolated from MAP.","NAD83",794,"feet",3,"feet","Interpolated from topographic map.","NGVD29","US",18,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"45","USGS-IN","USGS Indiana Water Science Center","USGS-394358086092100","PLEASANT RUN NR SOUTH MERIDIAN ST AT INDNPLS, IN","Stream",NA,5120201,20.8,"sq mi",NA,NA,39.7328217,-86.1558198,24000,"1","seconds","Interpolated from MAP.","NAD83",682.5,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",18,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"46","USGS-IN","USGS Indiana Water Science Center","USGS-394524086101300","POGUES RUN AT MOUTH AT INDIANAPOLIS IN","Stream",NA,5120201,NA,NA,NA,NA,39.75671016,-86.1702646,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",18,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"47","USGS-IN","USGS Indiana Water Science Center","USGS-394613086114700","EAGLE CREEK AT RAYMOND STREET AT INDIANAPOLIS, IN","Stream",NA,5120201,209,"sq mi",NA,NA,39.7364329,-86.1966543,24000,"1","seconds","Interpolated from MAP.","NAD83",665,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",18,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"48","USGS-IN","USGS Indiana Water Science Center","USGS-394720086104000","FALL CREEK AT 16TH STREET AT INDIANAPOLIS IN","Stream",NA,5120201,NA,NA,NA,NA,39.78893168,-86.1777653,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",18,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"49","USGS-KY","USGS Kentucky Water Science Center","USGS-03303280","OHIO RIVER AT CANNELTON DAM AT CANNELTON, IN","Stream",NA,5140201,97000,"sq mi",NA,NA,37.89950088,-86.70554179,NA,"5","seconds","Interpolated from MAP.","NAD83",346.98,"feet",0.17,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",18,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"50","USGS-KY","USGS Kentucky Water Science Center","USGS-03378500","WABASH RIVER AT NEW HARMONY, IN","Stream",NA,5120113,29234,"sq mi",NA,NA,38.130879,-87.941419,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",352.71,"feet",0.02,"feet","Level or other surveyed method.","NAVD88","US",18,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"51","21IND_WQX","Indiana Department Of Environmental Management","21IND_WQX-2858","BLANK","River/Stream","Placeholder Site for Blanks; Stream Name:",NA,NA,NA,NA,NA,0,0,0,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US",18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"52","31ORWUNT","Ohio River Sanitation Commission","31ORWUNT-OR1350M","OHIO R NR UNIONTOWN L&D MP 846.0","River/Stream","SIMPLE GRAB SAMPLE COLLECTED AT THE UNIONTOWN LOCK AND DAM (USCE) NEAR  ¶UNIONTOWN, KY. M.P. 846.0 (SAMPLE COLLECTED AT UPSTREAM END OF GUIDEWALL¶TO LOCK).                                                               ¶¶¶¶¶¶¶¶¶¶¶¶¶MIGRATED FROM LEGACY STORET AGENCY CODE (31ORWUNT) ON 22-SEP-00¶MAJOR BASIN NAME: SOUTHEAST               ¶BASIN CODE: 052101¶MINOR BASIN NAME: OHIO RIVER BASIN",5140202,NA,NA,NA,NA,37.8,-87.9833333,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US",18,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"53","31ORWUNT","Ohio River Sanitation Commission","31ORWUNT-OR189.5N","EA2 Systems, Evansville, IN","River/Stream","EA2 Systems, Evansville, IN at Ohio River milepoint 791.5",5140202,NA,NA,NA,NA,37.9588,-87.5741,NA,NA,NA,"Unknown","UNKWN",0,"ft",NA,NA,NA,"Unknown","US",18,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"54","31ORWUNT","Ohio River Sanitation Commission","31ORWUNT-OR204.9M","OHIO RIVER AT NEWBURGH LOCK, INDIANA","River/Stream","OHIO RIVER AT NEWBURGH LOCK AND DAM, INDIANA                            ¶MILEPOINT 776.1                                                         ¶¶¶¶¶¶¶¶¶¶¶¶¶¶MIGRATED FROM LEGACY STORET AGENCY CODE (31ORWUNT) ON 22-SEP-00¶MAJOR BASIN NAME: ¶BASIN CODE: ¶MINOR BASIN NAME:",5140201,NA,NA,NA,NA,37.9311111,-87.3708333,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US",18,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"55","31ORWUNT","Ohio River Sanitation Commission","31ORWUNT-WA32.5M","Wabash River at Route 62 Bridge","River/Stream","Wabash River at Route 62 Bridge near Mt. Vernon, Indiana",5120113,NA,NA,NA,NA,37.9441667,-88.0361111,NA,NA,NA,"Unknown","UNKWN",0,"ft",NA,NA,NA,"Unknown","US",18,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"56","31ORWUNT_WQX","Ohio River Valley Water Sanitation Commission (ORSANCO)","31ORWUNT_WQX-OH-NBLD776.1","Ohio River at Newburgh Lock and Dam MP 776.1","River/Stream",NA,5140201,NA,NA,NA,NA,37.92926667,-87.36819,NA,NA,NA,"GPS-Unspecified","UNKWN",NA,NA,NA,NA,NA,NA,"US",18,173,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"57","31ORWUNT_WQX","Ohio River Valley Water Sanitation Commission (ORSANCO)","31ORWUNT_WQX-OR189.5N","EA2 Systems, Evansville, IN","River/Stream",NA,5140202,NA,NA,NA,NA,37.9588,-87.5741,NA,NA,NA,"Unknown","UNKWN",NA,NA,NA,NA,NA,NA,"US",18,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
