"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-GA","USGS Georgia Water Science Center","USGS-03568550","CHATTANOOGA CR AT BURNT MILL RD AT ST ELMO, TN","Stream",NA,6020001,54.1,"sq mi",NA,NA,34.98646438,-85.32690209,24000,"1","minutes","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",47,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-GA","USGS Georgia Water Science Center","USGS-03568595","MCFARLAND SPRING BR @ ST/LINE RD @ CHATTANOOGA,TN","Stream",NA,6020001,1.22,"sq mi",NA,NA,34.9845198,-85.2994013,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",47,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-TN","USGS Tennessee Water Science Center","USGS-03425000","CUMBERLAND RIVER AT CARTHAGE, TN","Stream",NA,5130201,10690,"sq mi",NA,NA,36.24810996,-85.95526519,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",437.53,"feet",0.1,"feet","Unknown.","NGVD29","US",47,159,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-TN","USGS Tennessee Water Science Center","USGS-03455000","FRENCH BROAD RIVER NEAR NEWPORT, TN","Stream",NA,6010105,1858,"sq mi",1858,"sq mi",35.98151389,-83.1612083,NA,"1","seconds","Interpolated from MAP.","NAD83",1011.12,"feet",0.01,"feet","Level or other surveyed method.","NAVD88","US",47,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-TN","USGS Tennessee Water Science Center","USGS-03466208","BIG LIMESTONE CREEK NEAR LIMESTONE, TN","Stream",NA,6010108,79,"sq mi",79,"sq mi",36.2059377,-82.6504274,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",1340,"feet",10,"feet","Unknown.","NGVD29","US",47,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-TN","USGS Tennessee Water Science Center","USGS-03466500","NOLICHUCKY RIVER BELOW NOLICHUCKY DAM, TN","Stream",NA,6010108,1184,"sq mi",NA,NA,36.06562706,-82.86644949,24000,".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",1173.04,"feet",0.01,"feet","Level or other surveyed method.","NAVD88","US",47,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-TN","USGS Tennessee Water Science Center","USGS-03467609","NOLICHUCKY RIVER NEAR LOWLAND","Stream",NA,6010108,1688.4,"sq mi",1688.4,"sq mi",36.12633749,-83.1753042,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",1020,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",47,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-TN","USGS Tennessee Water Science Center","USGS-03468510","FRENCH BROAD RIVER AT DOUGLAS DAM(TW), TN","Stream",NA,6010107,NA,NA,NA,NA,35.9612005,-83.5387809,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",47,155,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-TN","USGS Tennessee Water Science Center","USGS-03470500","FRENCH BROAD RIVER NEAR KNOXVILLE, TN","Stream",NA,6010107,5101,"sq mi",NA,NA,35.9584189,-83.7737888,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",47,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-TN","USGS Tennessee Water Science Center","USGS-03476010","SOUTH FORK HOLSTON RIVER AT S HOLSTON DAM, TN","Stream",NA,6010102,703,"sq mi",NA,NA,36.52399888,-82.0904053,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",47,163,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
