"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-GA","USGS Georgia Water Science Center","USGS-02177450","STEKOA CREEK AT EAST WOLF CREEK RD, NR CLAYTON, GA","Stream",NA,3060102,28.5,"sq mi",NA,NA,34.8353702,-83.3468269,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",1450,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",13,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-GA","USGS Georgia Water Science Center","USGS-02178400","TALLULAH RIVER NEAR CLAYTON, GA","Stream",NA,3060102,58.4,"sq mi",58.4,"sq mi",34.8899722,-83.53063889,NA,".1","seconds","Interpolated from Digital MAP.","NAD83",1868.93,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US",13,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-GA","USGS Georgia Water Science Center","USGS-02188684","BEAVERDAM CREEK AT RUCKERSVILLE RD, NR ELBERTON,GA","Stream",NA,3060103,86,"sq mi",NA,NA,34.14177745,-82.839305,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",490,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",13,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-GA","USGS Georgia Water Science Center","USGS-02191000","NORTH FORK BROAD RIVER NEAR CARNESVILLE, GA","Stream",NA,3060104,119,"sq mi",NA,NA,34.32371654,-83.1859852,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",600.33,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",13,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-GA","USGS Georgia Water Science Center","USGS-02192000","BROAD RIVER NEAR BELL, GA","Stream",NA,3060104,1420,"sq mi",NA,NA,33.97263889,-82.7708611,NA,"1","seconds","Interpolated from Digital MAP.","NAD83",356.8,"feet",0.1,"feet","Level or other surveyed method.","NAVD88","US",13,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-GA","USGS Georgia Water Science Center","USGS-02193880","MIDDLE CREEK AT WRIGHTSBORO RD, NR WRIGHTSBORO, GA","Stream",NA,3060105,33.1,"sq mi",31.7,"sq mi",33.5501341,-82.5634647,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",340,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",13,189,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-GA","USGS Georgia Water Science Center","USGS-02195470","UCHEE CREEK AT GA 104, NEAR EVANS, GA","Stream",NA,3060106,58.4,"sq mi",NA,NA,33.5673611,-82.18338889,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",189,"feet",1.6,"feet","Interpolated from Digital Elevation Model","NAVD88","US",13,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-GA","USGS Georgia Water Science Center","USGS-021964839","SAVANNAH RIVER NEAR MARTINEZ, GA","Stream",NA,3060106,7150,"sq mi",NA,NA,33.55707919,-82.041506,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",13,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-GA","USGS Georgia Water Science Center","USGS-02196995","BUTLER CREEK AT LEVEE AT AUGUSTA, GA","Stream",NA,3060106,NA,NA,NA,NA,33.3731962,-81.9481712,24000,"1","seconds","Interpolated from MAP.","NAD83",130,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",13,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-GA","USGS Georgia Water Science Center","USGS-02197045","SPIRIT CREEK AT GA 56, NEAR MCBEAN, GA","Stream",NA,3060106,71.1,"sq mi",71.1,"sq mi",33.3184759,-81.9553939,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",115,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",13,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"11","USGS-GA","USGS Georgia Water Science Center","USGS-02197065","SAVANNAH RIVER BELOW SPIRIT CREEK, NEAR AUGUSTA,GA","Stream",NA,3060106,7630,"sq mi",NA,NA,33.330698,-81.9151153,24000,"1","seconds","Interpolated from MAP.","NAD83",110,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",13,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"12","USGS-GA","USGS Georgia Water Science Center","USGS-02197200","MCBEAN CREEK AT GA 56, AT MCBEAN, GA","Stream",NA,3060106,71.4,"sq mi",NA,NA,33.2418121,-81.9476164,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",132,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",13,245,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"13","USGS-GA","USGS Georgia Water Science Center","USGS-02197375","SAVANNAH RIVER AT STONY BLUFF LANDING, GA","Stream",NA,3060106,NA,NA,NA,NA,33.0437653,-81.5562202,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",13,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"14","USGS-GA","USGS Georgia Water Science Center","USGS-02197830","BRIER CREEK NEAR WAYNESBORO, GA","Stream",NA,3060108,473,"sq mi",NA,NA,33.11830556,-81.9636111,24000,"1","seconds","Interpolated from MAP.","NAD83",171.24,"feet",0.16,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",13,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"15","USGS-GA","USGS Georgia Water Science Center","USGS-02198000","BRIER CREEK AT MILLHAVEN, GA","Stream",NA,3060108,646,"sq mi",646,"sq mi",32.93333333,-81.6506667,24000,"1","seconds","Interpolated from MAP.","NAD83",95.17,"feet",0.22,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",13,251,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"16","USGS-GA","USGS Georgia Water Science Center","USGS-02198715","EBENEZER CREEK NEAR STILLWELL, GA","Stream",NA,3060109,NA,NA,NA,NA,32.37519108,-81.2217766,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",13,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"17","USGS-GA","USGS Georgia Water Science Center","USGS-02198920","SAVANNAH RIVER AT GA 25, AT PORT WENTWORTH, GA","Stream: Tidal stream",NA,3060109,NA,NA,NA,NA,32.16533333,-81.1549167,24000,"1","seconds","Interpolated from MAP.","NAD83",0.41,"feet",0.2,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",13,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"18","USGS-GA","USGS Georgia Water Science Center","USGS-02198975","SAVANNAH RIVER AT SAVANNAH, GA","Stream",NA,3060109,NA,NA,NA,NA,32.09576215,-81.1067787,NA,"1","seconds","Interpolated from MAP.","NAD83",0,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",13,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"19","USGS-GA","USGS Georgia Water Science Center","USGS-0219897991","SAVANNAH RIVER AT FORT JACKSON, NEAR SAVANNAH, GA","Stream",NA,3060109,NA,NA,NA,NA,32.08326418,-81.0367784,NA,"1","seconds","Interpolated from MAP.","NAD83",0,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",13,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"20","USGS-GA","USGS Georgia Water Science Center","USGS-0219897992","SAVANNAH RIVER AT SOUTH CHANNEL,NEAR SAVANNAH, GA","Stream",NA,3060109,NA,NA,NA,NA,32.09409718,-81.0215005,NA,"1","seconds","Interpolated from MAP.","NAD83",0,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",13,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"21","USGS-GA","USGS Georgia Water Science Center","USGS-0219897996","SAVANNAH RIVER AT FIELDS CUT, NEAR SAVANNAH, GA","Stream",NA,3060109,NA,NA,NA,NA,32.0721548,-80.960389,NA,"1","seconds","Interpolated from MAP.","NAD83",0,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",13,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"22","USGS-GA","USGS Georgia Water Science Center","USGS-0219897998","SAVANNAH RIVER NEAR FORT PULASKI, GA","Stream",NA,3060109,NA,NA,NA,NA,32.039657,-80.9228888,NA,"1","seconds","Interpolated from MAP.","NAD83",0,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",13,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"23","USGS-GA","USGS Georgia Water Science Center","USGS-02199750","OGEECHEE RIVER AT POWELTON RD, NEAR POWELTON, GA","Stream",NA,3060201,123,"sq mi",NA,NA,33.43708178,-82.8470862,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",400,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",13,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
