"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-ID","USGS Idaho Water Science Center","USGS-12318500","KOOTENAI RIVER NR COPELAND ID","Stream",NA,17010104,13400,"sq mi",NA,NA,48.905,-116.4019444,24000,1,"seconds","Interpolated from MAP.","NAD83",1703.86,"feet",0.1,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",16,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-ID","USGS Idaho Water Science Center","USGS-12322000","KOOTENAI RIVER AT PORTHILL ID","Stream",NA,17010104,13700,"sq mi",NA,NA,48.99638889,-116.5075,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",1700,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",16,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-ID","USGS Idaho Water Science Center","USGS-12391950","CLARK FORK RIVER BELOW CABINET GORGE DAM ID","Stream",NA,17010213,22067,"sq mi",22067,"sq mi",48.08805556,-116.0727778,24000,1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",2080.36,"feet",0.34,"feet","GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-ID","USGS Idaho Water Science Center","USGS-12392000","CLARK FORK AT WHITEHORSE RAPIDS NR CABINET ID","Stream",NA,17010213,22073,"sq mi",22073,"sq mi",48.09166667,-116.1166667,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",2060,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-ID","USGS Idaho Water Science Center","USGS-12392050","CLARK FORK AT CLARK FORK ID","Stream",NA,17010213,NA,NA,NA,NA,48.13798238,-116.1801758,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-ID","USGS Idaho Water Science Center","USGS-12392155","LIGHTNING CREEK AT CLARK FORK ID","Stream",NA,17010213,118,"sq mi",NA,NA,48.15166667,-116.1816667,24000,5,"seconds","Interpolated from MAP.","NAD83",2099.32,"feet",0.08,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-ID","USGS Idaho Water Science Center","USGS-12392390","PACK RIVER AB RAPID LIGHTNING CREEK NR COLBURN ID","Stream",NA,17010214,218.7,"sq mi",218.7,"sq mi",48.3643739,-116.4085216,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-ID","USGS Idaho Water Science Center","USGS-12392450","RAPID LIGHTNING CREEK NR COLBURN ID","Stream",NA,17010214,48.6,"sq mi",NA,NA,48.3669444,-116.4019444,24000,1,"seconds","Interpolated from MAP.","NAD83",2100,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-ID","USGS Idaho Water Science Center","USGS-12392660","SAND CREEK NR SANDPOINT ID","Stream",NA,17010214,36.6,"sq mi",36.6,"sq mi",48.3096466,-116.5507484,24000,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-ID","USGS Idaho Water Science Center","USGS-12395000","Priest River near Priest River, ID","Stream",NA,17010215,902,"sq mi",902,"sq mi",48.20852,-116.9146429,24000,1,"seconds","Interpolated from MAP.","NAD83",2099.2,"feet",0.13,"feet","GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",16,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
