"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-AZ","USGS Arizona Water Science Center","USGS-09424150","COLORADO RIVER AQUEDUCT NEAR PARKER DAM, AZ-CA","Stream",NA,15030101,NA,NA,NA,NA,34.31612564,-114.1571702,24000,"10","seconds","Interpolated from MAP.","NAD83",452,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",6,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-AZ","USGS Arizona Water Science Center","USGS-09427520","COLORADO RIVER BELOW PARKER DAM, AZ-CA","Stream",NA,15030104,182700,"sq mi",178700,"sq mi",34.29557035,-114.140225,24000,"10","seconds","Interpolated from MAP.","NAD83",300.54,"feet",20,"feet","Unknown.","NGVD29","US",6,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-AZ","USGS Arizona Water Science Center","USGS-09428000","COLORADO RIVER BELOW PARKER DAM AZ-CA","Stream",NA,15030104,178800,"sq mi",NA,NA,34.25834844,-114.1507805,24000,"10","seconds","Interpolated from MAP.","NAD83",346.23,"feet",20,"feet","Unknown.","NGVD29","US",6,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-AZ","USGS Arizona Water Science Center","USGS-09429000","PALO VERDE CANAL NEAR BLYTHE, CA","Stream: Canal",NA,15030104,NA,NA,NA,NA,33.7319659,-114.5118999,NA,"10","seconds","Interpolated from MAP.","NAD83",200,"feet",20,"feet","Interpolated from topographic map.","NAVD88","US",6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-AZ","USGS Arizona Water Science Center","USGS-09429130","P.V.I.D. OLIVE LAKE DRAIN NEAR BLYTHE, CA","Stream: Ditch",NA,15030104,NA,NA,NA,NA,33.6839115,-114.5377335,NA,"10","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-AZ","USGS Arizona Water Science Center","USGS-09429188","COLORADO RIVER AT TAYLOR FERRY, NR BLYTHE, CA","Stream",NA,15030104,NA,NA,183700,"sq mi",33.43419586,-114.6271783,NA,"10","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-AZ","USGS Arizona Water Science Center","USGS-09429220","PALO VERDE OUTFALL DRAIN NEAR PALO VERDE, CA","Stream: Ditch",NA,15030104,NA,NA,NA,NA,33.36142018,-114.7230144,NA,"10","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-AZ","USGS Arizona Water Science Center","USGS-09429225","PVID ANDERSON DRAIN NR PALO VERDE, CA.","Stream",NA,15030104,NA,NA,NA,NA,33.3564203,-114.7185698,NA,"10","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-AZ","USGS Arizona Water Science Center","USGS-09429490","COLORADO RIVER ABOVE IMPERIAL DAM, AZ-CA","Stream",NA,15030104,188500,"sq mi",184500,"sq mi",32.8849361,-114.468111,24000,".5","seconds","Interpolated from Digital MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-AZ","USGS Arizona Water Science Center","USGS-09429600","COLORADO RIVER BELOW LAGUNA DAM, AZ-CA","Stream",NA,15030107,188600,"sq mi",184600,"sq mi",32.8122666,-114.5149494,24000,"10","seconds","Interpolated from MAP.","NAD83",120.81,"feet",20,"feet","Unknown.","NGVD29","US",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"11","USGS-AZ","USGS Arizona Water Science Center","USGS-09521100","COLORADO R BLW YUMA MAIN CANAL WW AT YUMA, AZ","Stream",NA,15030107,246500,"sq mi",NA,NA,32.73171354,-114.6327306,24000,"10","seconds","Interpolated from MAP.","NAD83",101.99,"feet",20,"feet","Unknown.","NGVD29","US",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"12","USGS-AZ","USGS Arizona Water Science Center","USGS-09527000","PILOT KNOB POWERPLANT AND WASTEWAY NR P.K., CA","Stream",NA,15030107,NA,NA,NA,NA,32.737547,-114.7163443,24000,"10","seconds","Interpolated from MAP.","NAD83",150,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"13","USGS-AZ","USGS Arizona Water Science Center","USGS-09527600","ALL-AMERICAN CNL BLW DR0P 1 POWERPLANT NR CALEXICO","Stream",NA,18100204,NA,NA,NA,NA,32.70532655,-114.968023,24000,"1","seconds","Interpolated from MAP.","NAD83",150,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"14","USGS-AZ","USGS Arizona Water Science Center","USGS-09530000","RESERVATION MAIN DRAIN NO. 4 NEAR YUMA, AZ","Stream",NA,15030107,NA,NA,NA,NA,32.73726888,-114.621897,24000,"10","seconds","Interpolated from MAP.","NAD83",127,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"15","USGS-AZ","USGS Arizona Water Science Center","USGS-09530500","DRAIN 8-B NEAR WINTERHAVEN, CA","Stream",NA,15030107,NA,NA,NA,NA,32.74615776,-114.6943992,24000,"10","seconds","Interpolated from MAP.","NAD83",118,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"16","USGS-CA","USGS California Water Science Center","USGS-10254600","ALAMO R A DROP 9 NR HOLTVILLE CA","Stream",NA,18100204,NA,NA,NA,NA,32.8325508,-115.4372112,NA,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"17","USGS-CA","USGS California Water Science Center","USGS-10254670","ALAMO R AT DROP 3 NR CALIPATRIA CA","Stream",NA,18100204,NA,NA,NA,NA,33.10444444,-115.5441667,24000,"5","seconds","Interpolated from MAP.","NAD83",-190,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"18","USGS-CA","USGS California Water Science Center","USGS-10254730","ALAMO R NR NILAND CA","Stream",NA,18100204,NA,NA,NA,NA,33.19892768,-115.5969343,24000,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"19","USGS-CA","USGS California Water Science Center","USGS-10254970","NEW R AT INTERNATIONAL BOUNDARY AT CALEXICO CA","Stream",NA,18100204,NA,NA,NA,NA,32.6658925,-115.5030501,24000,"5","seconds","Interpolated from MAP.","NAD83",-30,"feet",2.5,"feet","Interpolated from topographic map.","NGVD29","US",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"20","USGS-CA","USGS California Water Science Center","USGS-10255550","NEW R NR WESTMORLAND CA","Stream",NA,18100204,NA,NA,NA,NA,33.10476565,-115.6644382,24000,"5","seconds","Interpolated from MAP.","NAD83",-217,"feet",1.6,"feet","Interpolated from Digital Elevation Model","NAVD88","US",6,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"21","USGS-CA","USGS California Water Science Center","USGS-10256000","WHITEWATER R A WHITE WATER CA","Stream",NA,18100201,57.5,"sq mi",NA,NA,33.9466806,-116.6408473,24000,"1","seconds","Interpolated from MAP.","NAD83",1610,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"22","USGS-CA","USGS California Water Science Center","USGS-10256500","SNOW C NR WHITE WATER CA","Stream",NA,18100201,10.9,"sq mi",NA,NA,33.8705722,-116.681127,NA,"5","seconds","Interpolated from MAP.","NAD83",2000,"feet",40,"feet","Interpolated from topographic map.","NGVD29","US",6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"23","USGS-CA","USGS California Water Science Center","USGS-10257720","CHINO CYN C BL TRAMWAY NR PALM SPRINGS CA","Stream",NA,18100201,4.71,"sq mi",NA,NA,33.84385,-116.6058083,24000,".5","seconds","Interpolated from Digital MAP.","NAD83",2111,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",6,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"24","USGS-CA","USGS California Water Science Center","USGS-10260500","DEEP C NR HESPERIA CA","Stream",NA,18090208,134,"sq mi",NA,NA,34.34305858,-117.2264316,24000,"5","seconds","Interpolated from MAP.","NAD83",3024.53,"feet",0.16,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",6,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"25","USGS-CA","USGS California Water Science Center","USGS-10260950","WF MOJAVE R AB MOJAVE R FORKS RES NR HESPERIA CA","Stream",NA,18090208,70.3,"sq mi",NA,NA,34.33889196,-117.2578213,24000,"1","seconds","Interpolated from MAP.","NAD83",3025.23,"feet",0.16,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",6,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"26","USGS-CA","USGS California Water Science Center","USGS-10261100","MOJAVE R BL FORKS RES NR HESPERIA CA","Stream",NA,18090208,209,"sq mi",NA,NA,34.34583624,-117.2380986,24000,"1","seconds","Interpolated from MAP.","NAD83",2956,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",6,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"27","USGS-CA","USGS California Water Science Center","USGS-10261500","MOJAVE R A LO NARROWS NR VICTORVILLE CA","Stream",NA,18090208,513,"sq mi",NA,NA,34.57304916,-117.3206018,24000,"5","seconds","Interpolated from MAP.","NAD83",2635.92,"feet",0.16,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",6,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"28","USGS-CA","USGS California Water Science Center","USGS-10265130","MAMMOTH C A HWY 395 NR  MAMMOTH LAKES CA","Stream",NA,18090102,33.8,"sq mi",NA,NA,37.63771209,-118.9037433,NA,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",6,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"29","USGS-CA","USGS California Water Science Center","USGS-10265143","HOT C AB HOT C FISH HATCHERY NR MAMMOTH LAKES CA","Stream",NA,18090102,48.2,"sq mi",NA,NA,37.64354464,-118.8540202,24000,"5","seconds","Interpolated from MAP.","NAD83",7052,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",6,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"30","USGS-CA","USGS California Water Science Center","USGS-10277400","OWENS R BL TINEMAHA RE NR BIG PINE CA","Stream",NA,18090103,1964,"sq mi",NA,NA,37.0529883,-118.2273207,24000,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",6,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"31","USGS-CA","USGS California Water Science Center","USGS-10278300","LOS ANGELES AQUED AT OUTLET AT SAN FERNANDO CA","Stream",NA,18070105,NA,NA,NA,NA,34.31277828,-118.4931404,NA,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",6,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"32","USGS-CA","USGS California Water Science Center","USGS-10336645","GENERAL C NR MEEKS BAY CA","Stream",NA,16050101,7.44,"sq mi",NA,NA,39.05185197,-120.1185209,NA,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"33","USGS-CA","USGS California Water Science Center","USGS-10336660","BLACKWOOD C NR TAHOE CITY CA","Stream",NA,16050101,11.2,"sq mi",NA,NA,39.10740708,-120.1621352,NA,"5","seconds","Interpolated from MAP.","NAD83",6234.59,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",6,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"34","USGS-CA","USGS California Water Science Center","USGS-10336674","WARD C BL CONFLUENCE NR TAHOE CITY CA","Stream",NA,16050101,4.96,"sq mi",NA,NA,39.1407401,-120.2121377,24000,"1","seconds","Interpolated from MAP.","NAD83",6600,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",6,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"35","USGS-CA","USGS California Water Science Center","USGS-10336675","WARD C A STANFORD ROCK TRAIL XING NR TAHOE CITY CA","Stream",NA,16050101,8.97,"sq mi",NA,NA,39.1368513,-120.1810255,24000,"5","seconds","Interpolated from MAP.","NAD83",6450,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",6,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"36","USGS-CA","USGS California Water Science Center","USGS-10336676","WARD C AT HWY 89 NR TAHOE PINES CA","Stream",NA,16050101,9.7,"sq mi",NA,NA,39.1321292,-120.1576913,NA,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",6,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"37","USGS-CA","USGS California Water Science Center","USGS-10336790","TROUT C A SOUTH LAKE TAHOE CA","Stream",NA,16050101,40.4,"sq mi",NA,NA,38.93213,-119.9787926,NA,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",6,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"38","USGS-CA","USGS California Water Science Center","USGS-10337500","TRUCKEE R A TAHOE CITY CA","Stream",NA,16050102,507,"sq mi",NA,NA,39.16629577,-120.1443586,24000,"5","seconds","Interpolated from MAP.","NAD83",6216.59,"feet",0.05,"feet","Level or other surveyed method.","NGVD29","US",6,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"39","USGS-CA","USGS California Water Science Center","USGS-10339250","MARTIS C A HWY 267 NR TRUCKEE CA","Stream",NA,16050102,25.8,"sq mi",NA,NA,39.30212898,-120.1213067,NA,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",6,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"40","USGS-CA","USGS California Water Science Center","USGS-10339400","MARTIS C NR TRUCKEE CA","Stream",NA,16050102,39.9,"sq mi",NA,NA,39.32879577,-120.1176964,24000,"5","seconds","Interpolated from MAP.","NAD83",5730,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",6,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"41","USGS-CA","USGS California Water Science Center","USGS-10343500","SAGEHEN C NR TRUCKEE CA","Stream",NA,16050102,10.5,"sq mi",NA,NA,39.43157246,-120.2379793,NA,"5","seconds","Interpolated from MAP.","NAD83",6320,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",6,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"42","USGS-CA","USGS California Water Science Center","USGS-10345900","TRUCKEE R A FLORISTON CA","Stream",NA,16050102,932,"sq mi",NA,NA,39.39435254,-120.0246414,NA,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",6,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"43","USGS-CA","USGS California Water Science Center","USGS-10346000","TRUCKEE R A FARAD CA","Stream",NA,16050102,932,"sq mi",NA,NA,39.42796385,-120.0340873,24000,"1","seconds","Interpolated from MAP.","NAD83",5153.21,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",6,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"44","USGS-CA","USGS California Water Science Center","USGS-10356500","SUSAN R A SUSANVILLE CA","Stream",NA,18080003,184.2,"sq mi",NA,NA,40.4137361,-120.6642556,24000,".5","seconds","Interpolated from MAP.","NAD83",4225.72,"feet",5,"feet","Level or other surveyed method.","NGVD29","US",6,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"45","USGS-CA","USGS California Water Science Center","USGS-11042000","SAN LUIS REY R A OCEANSIDE CA","Stream",NA,18070303,557,"sq mi",NA,NA,33.21809119,-117.3603162,NA,"5","seconds","Interpolated from MAP.","NAD83",20,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",6,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"46","USGS-CA","USGS California Water Science Center","USGS-11044500","SANTA MARGARITA R NR FALLBROOK,CALIF.","Stream",NA,18070302,644,"sq mi",NA,NA,33.39836319,-117.2630914,NA,"5","seconds","Interpolated from MAP.","NAD83",280,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",6,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
