"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-MN","USGS Minnesota Water Science Center","USGS-04014500","BAPTISM RIVER NEAR BEAVER BAY, MN","Stream",NA,4010101,140,"sq mi",NA,NA,47.33741728,-91.2007189,NA,"1","seconds","Interpolated from MAP.","NAD83",613.65,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",27,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-MN","USGS Minnesota Water Science Center","USGS-04015500","SECOND CREEK NEAR AURORA, MN","Stream",NA,4010201,29,"sq mi",22.4,"sq mi",47.5235359,-92.19323089,NA,"1","seconds","Interpolated from MAP.","NAD83",1410.36,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",27,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-MN","USGS Minnesota Water Science Center","USGS-04016000","PARTRIDGE RIVER NEAR AURORA, MN","Stream",NA,4010201,153,"sq mi",147.7,"sq mi",47.5171471,-92.1901756,NA,"1","seconds","Interpolated from MAP.","NAD83",1402.3,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",27,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-MN","USGS Minnesota Water Science Center","USGS-04016500","ST. LOUIS RIVER NEAR AURORA, MN","Stream",NA,4010201,293,"sq mi",277,"sq mi",47.49159248,-92.239067,NA,"1","seconds","Interpolated from MAP.","NAD83",1371.24,"feet",0.01,"feet","Interpolated from topographic map.","NGVD29","US",27,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-MN","USGS Minnesota Water Science Center","USGS-04017000","EMBARRASS RIVER AT EMBARRASS, MN","Stream",NA,4010201,88.3,"sq mi",NA,NA,47.65658967,-92.1976689,NA,"1","seconds","Interpolated from MAP.","NAD83",1410.36,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",27,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-MN","USGS Minnesota Water Science Center","USGS-04018000","EMBARRASS RIVER NEAR MCKINLEY, MN","Stream",NA,4010201,171,"sq mi",NA,NA,47.4527051,-92.3835155,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",1338.65,"feet",0.01,"feet","Unknown.","NGVD29","US",27,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-MN","USGS Minnesota Water Science Center","USGS-04019000","WEST TWO RIVER NEAR IRON JUNCTION, MN","Stream",NA,4010201,65.3,"sq mi",NA,NA,47.40132,-92.7029631,NA,"1","seconds","Interpolated from MAP.","NAD83",1322.05,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",27,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-MN","USGS Minnesota Water Science Center","USGS-04020000","SWAN RIVER NEAR TOIVOLA, MINN.","Stream",NA,4010201,254,"sq mi",NA,NA,47.25049169,-92.8101928,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",1251.78,"feet",0.01,"feet","Unknown.","NGVD29","US",27,137,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-MN","USGS Minnesota Water Science Center","USGS-04024000","ST. LOUIS RIVER AT SCANLON, MN","Stream",NA,4010201,3430,"sq mi",NA,NA,46.7032765,-92.4188018,NA,"1","seconds","Interpolated from MAP.","NAD83",1101.08,"feet",0.1,"feet","Differentially corrected Global Positioning System.","NAVD88","US",27,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-MN","USGS Minnesota Water Science Center","USGS-05030150","OTTER TAIL RIVER NEAR PERHAM, MN","Stream",NA,9020103,335,"sq mi",NA,NA,46.6427373,-95.6044865,24000,"1","seconds","Interpolated from MAP.","NAD83",1335,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",27,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"11","USGS-MN","USGS Minnesota Water Science Center","USGS-05030181","OTTER TAIL R AT LITTLE PINE LAKE OTL NR PERHAM, MN","Stream",NA,9020103,383,"sq mi",NA,NA,46.6266265,-95.5400403,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",27,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"12","USGS-MN","USGS Minnesota Water Science Center","USGS-05030270","TOAD RIVER AT BIG PINE LK INLET NR PERHAM, MN","Stream",NA,9020103,NA,NA,NA,NA,46.6394043,-95.512817,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",27,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"13","USGS-MN","USGS Minnesota Water Science Center","USGS-05030290","OTTER TAIL R AT BIG PINE LK OUTLET NR PERHAM, MN","Stream",NA,9020103,NA,NA,NA,NA,46.5919045,-95.5039284,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",27,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"14","USGS-MN","USGS Minnesota Water Science Center","USGS-05039100","PELICAN R AT LK MELISSA OUT NR DETROIT LAKES, MN","Stream",NA,9020103,NA,NA,NA,NA,46.73051417,-95.8947725,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",27,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"15","USGS-MN","USGS Minnesota Water Science Center","USGS-05046000","OTTER TAIL RIVER BL ORWELL D NR FERGUS FALLS, MN","Stream",NA,9020103,1740,"sq mi",NA,NA,46.20968199,-96.1850614,NA,"1","seconds","Interpolated from MAP.","NAD83",1030.13,"feet",0.1,"feet","Differentially corrected Global Positioning System.","NAVD88","US",27,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"16","USGS-MN","USGS Minnesota Water Science Center","USGS-05047010","MUSTINKA RIVER BELOW NORCROSS, MN","Stream",NA,9020102,NA,NA,NA,NA,45.886905,-96.2136716,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",27,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"17","USGS-MN","USGS Minnesota Water Science Center","USGS-05062500","WILD RICE RIVER AT TWIN VALLEY, MN","Stream",NA,9020108,934,"sq mi",NA,NA,47.26555556,-96.2475,NA,"1","seconds","Interpolated from MAP.","NAD83",1010.9,"feet",0.06,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",27,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"18","USGS-MN","USGS Minnesota Water Science Center","USGS-05064000","WILD RICE RIVER AT HENDRUM, MN","Stream",NA,9020108,1560,"sq mi",NA,NA,47.26802728,-96.7975783,NA,"1","seconds","Interpolated from MAP.","NAD83",837.71,"feet",0.03,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",27,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"19","USGS-MN","USGS Minnesota Water Science Center","USGS-05078470","Judicial Ditch 64 Near Mentor, MN (SW4)","Stream: Ditch",NA,9020305,9.6,"sq mi",9.6,"sq mi",47.73777778,-96.2025,24000,"1","seconds","Differentially corrected Global Positioning System.","NAD83",1119.19,"feet",0.06,"feet","Differentially corrected Global Positioning System.","NAVD88","US",27,119,NA,NA,NA,NA,20020806,NA,NA,NA,NA,"NWIS"
"20","USGS-MN","USGS Minnesota Water Science Center","USGS-05078520","Cyr Creek Near Marcoux Corners, MN (SW5)","Stream: Ditch",NA,9020303,11.4,"sq mi",11.4,"sq mi",47.8036111,-96.2766667,24000,"1","seconds","Differentially corrected Global Positioning System.","NAD83",1051.22,"feet",0.11,"feet","Differentially corrected Global Positioning System.","NAVD88","US",27,125,NA,NA,NA,NA,20020806,NA,NA,NA,NA,"NWIS"
"21","USGS-MN","USGS Minnesota Water Science Center","USGS-05078720","County Ditch 140 Abv Br-6 Imp Nr Tilden, MN (SW8)","Stream: Ditch",NA,9020303,9,"sq mi",9,"sq mi",47.6672222,-96.3386111,24000,"1","seconds","Differentially corrected Global Positioning System.","NAD83",1063.67,"feet",0.05,"feet","Differentially corrected Global Positioning System.","NAVD88","US",27,119,NA,NA,NA,NA,20041012,NA,NA,NA,NA,"NWIS"
"22","USGS-MN","USGS Minnesota Water Science Center","USGS-05078770","Judicial Ditch 66 Near Marcoux Corners, MN (SW6)","Stream: Ditch",NA,9020303,14.2,"sq mi",14.2,"sq mi",47.7819444,-96.3313889,24000,"1","seconds","Differentially corrected Global Positioning System.","NAD83",1037.54,"feet",0.07,"feet","Differentially corrected Global Positioning System.","NAVD88","US",27,125,NA,NA,NA,NA,20020806,NA,NA,NA,NA,"NWIS"
"23","USGS-MN","USGS Minnesota Water Science Center","USGS-05079000","RED LAKE RIVER AT CROOKSTON, MN","Stream",NA,9020303,5270,"sq mi",NA,NA,47.77552716,-96.6095101,NA,"1","seconds","Interpolated from MAP.","NAD83",834,"feet",0.08,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",27,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"24","USGS-MN","USGS Minnesota Water Science Center","USGS-05079200","County Ditch 72 (Burnham Ck) Nr. Maple Bay  (SW3)","Stream: Ditch",NA,9020303,10.7,"sq mi",10.7,"sq mi",47.6386111,-96.28,24000,"1","seconds","Differentially corrected Global Positioning System.","NAD83",1125.58,"feet",0.12,"feet","Differentially corrected Global Positioning System.","NAVD88","US",27,119,NA,NA,NA,NA,20020806,NA,NA,NA,NA,"NWIS"
"25","USGS-MN","USGS Minnesota Water Science Center","USGS-05079250","County Ditch 65 Near Maple Bay, MN (SW2)","Stream: Ditch",NA,9020301,10.4,"sq mi",10.4,"sq mi",47.6119444,-96.2791667,24000,"1","seconds","Differentially corrected Global Positioning System.","NAD83",1134.74,"feet",0.09,"feet","Differentially corrected Global Positioning System.","NAVD88","US",27,119,NA,NA,NA,NA,20020806,NA,NA,NA,NA,"NWIS"
"26","USGS-MN","USGS Minnesota Water Science Center","USGS-05082200","RED LAKE RIVER AT EAST GRAND FORKS, MN","Stream",NA,9020303,5660,"sq mi",NA,NA,47.92331197,-97.0167433,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",27,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"27","USGS-MN","USGS Minnesota Water Science Center","USGS-05085900","SNAKE RIVER ABOVE ALVARADO, MN","Stream",NA,9020309,218,"sq mi",NA,NA,48.1741475,-96.9989596,24000,"1","seconds","Interpolated from MAP.","NAD83",820,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",27,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"28","USGS-MN","USGS Minnesota Water Science Center","USGS-05105300","ROSEAU RIVER BELOW ROSEAU, MN","Stream",NA,9020314,442,"sq mi",NA,NA,48.8910946,-95.7308182,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",27,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
