"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-IN","USGS Indiana Water Science Center","USGS-375530087181502","GREEN RIVER NR. SEEBREE, KY.","Stream",NA,5140201,NA,NA,NA,NA,37.9250455,-87.3041714,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",21,233,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-IN","USGS Indiana Water Science Center","USGS-384750084100002","OHIO RIVER AT MELDAHL DAM NR. CHILO, OH","Stream",NA,5090201,NA,NA,NA,NA,38.7972914,-84.1665999,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",21,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-KY","USGS Kentucky Water Science Center","USGS-03207962","DICKS FORK AT PHYLLIS, KY","Stream",NA,5070202,0.82,"sq mi",NA,NA,37.4492713,-82.33764438,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",980,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",21,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-KY","USGS Kentucky Water Science Center","USGS-03212500","LEVISA FORK AT PAINTSVILLE, KY","Stream",NA,5070203,2144,"sq mi",NA,NA,37.81537197,-82.7915493,NA,"5","seconds","Interpolated from MAP.","NAD83",566.18,"feet",0.07,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",21,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-KY","USGS Kentucky Water Science Center","USGS-03215000","BIG SANDY R AT LOUISA, KY","Stream",NA,5070204,3897,"sq mi",NA,NA,38.17119708,-82.6346023,NA,"5","seconds","Interpolated from MAP.","NAD83",512.13,"feet",0.07,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",21,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-KY","USGS Kentucky Water Science Center","USGS-03215700","BIG SANDY RIVER AT CATLETTTSBURG, KY","Stream",NA,5070204,4281,"sq mi",NA,NA,38.40397095,-82.5954367,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",21,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-KY","USGS Kentucky Water Science Center","USGS-03216600","OHIO RIVER AT GREENUP DAM NEAR GREENUP, KY","Stream",NA,5090103,62000,"sq mi",NA,NA,38.6467448,-82.860447,NA,"5","seconds","Interpolated from MAP.","NAD83",471.85,"feet",0.12,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",21,89,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-KY","USGS Kentucky Water Science Center","USGS-03248500","LICKING RIVER NEAR SALYERSVILLE, KY","Stream",NA,5100101,140,"sq mi",NA,NA,37.75092537,-83.0843377,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",823.8,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",21,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-KY","USGS Kentucky Water Science Center","USGS-03251500","LICKING RIVER AT MCKINNEYSBURG, KY","Stream",NA,5100101,2326,"sq mi",NA,NA,38.60007244,-84.2663239,NA,".01","seconds","Interpolated from MAP.","NAD83",520.25,"feet",0.09,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",21,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-KY","USGS Kentucky Water Science Center","USGS-03254000","LICKING RIVER AT BUTLER, KY","Stream",NA,5100101,3385,"sq mi",NA,NA,38.78951246,-84.3513258,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",477,"feet",1,"feet","Interpolated from topographic map.","NGVD29","US",21,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
