"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-LA","USGS Louisiana Water Science Center","USGS-02489500","Pearl River near Bogalusa, LA","Stream",NA,3180004,6573,"sq mi",NA,NA,30.79324276,-89.8209072,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",54.64,"feet",1,"feet","Interpolated from topographic map.","NAVD88","US",22,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-LA","USGS Louisiana Water Science Center","USGS-02490193","Pearl River at Pools Bluff near Bogalusa, LA","Stream",NA,3180004,NA,NA,NA,NA,30.70583333,-89.8463889,24000,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",0.32,"feet",0.16,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",22,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-LA","USGS Louisiana Water Science Center","USGS-02492000","Bogue Chitto River near Bush, LA","Stream",NA,3180005,1213,"sq mi",NA,NA,30.62935636,-89.8972956,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",43.31,"feet",0.22,"feet","GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",22,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-LA","USGS Louisiana Water Science Center","USGS-02492600","Pearl River at Pearl River, LA","Stream",NA,3180004,8494,"sq mi",NA,NA,30.385193,-89.7367304,NA,"1","seconds","Interpolated from MAP.","NAD83",-0.86,"feet",0.07,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",22,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-LA","USGS Louisiana Water Science Center","USGS-07344400","Red River near Hosston, LA.","Stream",NA,11140202,57041,"sq mi",51105,"sq mi",32.8931941,-93.8224008,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",151.27,"feet",0.01,"feet","Level or other surveyed method.","NAVD88","US",22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-LA","USGS Louisiana Water Science Center","USGS-07344410","RED RIVER AB SHREVEPORT","Stream",NA,11140202,NA,NA,NA,NA,32.5493174,-93.76434579,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",22,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-LA","USGS Louisiana Water Science Center","USGS-07348000","Twelvemile Bayou near Dixie, LA","Stream",NA,11140304,3137,"sq mi",NA,NA,32.6459805,-93.8779585,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",135.71,"feet",0.13,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",22,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-LA","USGS Louisiana Water Science Center","USGS-07348500","(COE) Red River at Shreveport, LA","Stream",NA,11140202,60613,"sq mi",NA,NA,32.5154297,-93.7404565,24000,"1","seconds","Interpolated from MAP.","NAD83",131.48,"feet",0.1,"feet","Interpolated from topographic map.","NGVD29","US",22,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-LA","USGS Louisiana Water Science Center","USGS-07348700","Bayou Dorcheat near Springhill, LA","Stream",NA,11140203,605,"sq mi",NA,NA,32.9945813,-93.39656,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",173.37,"feet",0.13,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",22,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-LA","USGS Louisiana Water Science Center","USGS-07349000","Bayou Dorcheat near Minden, LA","Stream",NA,11140203,1097,"sq mi",NA,NA,32.59759468,-93.3320309,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",133.75,"feet",0.13,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",22,119,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
