"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-MD","USGS Maryland Water Science Center","USGS-01479000","WHITE CLAY CREEK NEAR NEWARK, DE","Stream",NA,2040205,89.1,"sq mi",NA,NA,39.6992222,-75.67502778,24000,0.1,"seconds","Interpolated from Digital MAP.","NAD83",7.86,"feet",0.01,"feet","Level or other surveyed method.","NAVD88","US",10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-MD","USGS Maryland Water Science Center","USGS-01480095","LITTLE MILL CREEK NEAR NEWPORT, DE","Stream",NA,2040205,5.24,"sq mi",NA,NA,39.73177945,-75.6035372,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-MD","USGS Maryland Water Science Center","USGS-01481500","BRANDYWINE CREEK AT WILMINGTON, DE","Stream",NA,2040205,314,"sq mi",NA,NA,39.7695,-75.5766944,NA,0.1,"seconds","Interpolated from Digital MAP.","NAD83",67.17,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-MD","USGS Maryland Water Science Center","USGS-01483700","ST JONES RIVER AT DOVER, DE","Stream",NA,2040207,31.9,"sq mi",NA,NA,39.1637222,-75.5190833,NA,1,"seconds","Interpolated from MAP.","NAD83",-0.77,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-MD","USGS Maryland Water Science Center","USGS-01487000","NANTICOKE RIVER NEAR BRIDGEVILLE, DE","Stream",NA,2080109,75.4,"sq mi",NA,NA,38.7283333,-75.5618611,24000,1,"seconds","Interpolated from MAP.","NAD83",12.82,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-MD","USGS Maryland Water Science Center","USGS-01487030","NANTICOKE RIVER AT MIDDLEFORD, DE","Stream",NA,2080109,NA,NA,NA,NA,38.66539207,-75.5646475,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-MD","USGS Maryland Water Science Center","USGS-01487150","BUCKS BRANCH NEAR ATLANTA, DE","Stream",NA,2080109,2.97,"sq mi",NA,NA,38.6914722,-75.63488889,NA,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",24.23,"feet",0.01,"feet","Level or other surveyed method.","NAVD88","US",10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-MD","USGS Maryland Water Science Center","USGS-01488500","MARSHYHOPE CREEK NEAR ADAMSVILLE, DE","Stream",NA,2080109,46.8,"sq mi",NA,NA,38.84969444,-75.6731111,NA,1,"seconds","Interpolated from MAP.","NAD83",25.41,"feet",0.1,"feet","Interpolated from Digital Elevation Model","NAVD88","US",10,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","21DELAWQ_WQX","Delaware Department Of Natural Resources And Environmental Control","21DELAWQ_WQX-101021","Naaman Creek @ State Line near Hickman Rd.","River/Stream",NA,2040202,NA,NA,NA,NA,39.817339,-75.445957,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA On)","NAD83",NA,NA,NA,NA,NA,NA,"US",10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"10","21DELAWQ_WQX","Delaware Department Of Natural Resources And Environmental Control","21DELAWQ_WQX-101031","Naaman Creek S. Branch @ Darley Rd. (Rd. 207)","River/Stream",NA,2040202,NA,NA,NA,NA,39.808664,-75.457397,NA,NA,NA,"GPS Code (Pseudo Range) Standard Position (SA On)","NAD83",NA,NA,NA,NA,NA,NA,"US",10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
