"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-NJ","USGS New Jersey Water Science Center","USGS-01438500","Delaware River at Montague NJ","Stream",NA,2040104,3480,"sq mi",NA,NA,41.30916667,-74.79527778,24000,"1","seconds","Interpolated from MAP.","NAD83",369.93,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",42,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-NJ","USGS New Jersey Water Science Center","USGS-01443000","Delaware River at Portland, PA","Stream",NA,2040105,4165,"sq mi",4165,"sq mi",40.9239854,-75.0957319,NA,"1","seconds","Interpolated from MAP.","NAD83",199.53,"feet",5,"feet","Interpolated from topographic map.","NGVD29","US",42,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-NJ","USGS New Jersey Water Science Center","USGS-01447000","Delaware River at Northampton Street at Easton PA","Stream",NA,2040105,4717,"sq mi",NA,NA,40.6917654,-75.2037875,NA,"1","seconds","Interpolated from MAP.","NAD83",100.21,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",42,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-NJ","USGS New Jersey Water Science Center","USGS-01460820","Delaware River at Lumberville PA","Stream",NA,2040105,6598,"sq mi",NA,NA,40.40760498,-75.0373921,24000,"1","seconds","Interpolated from MAP.","NAD83",0.15,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US",42,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-NY","USGS New York Water Science Center","USGS-01427510","DELAWARE RIVER AT CALLICOON NY","Stream",NA,2040101,1820,"sq mi",NA,NA,41.75675,-75.0574167,24000,".1","seconds","Interpolated from Digital MAP.","NAD83",734.33,"feet",0.02,"feet","Level or other surveyed method.","NAVD88","US",42,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-NY","USGS New York Water Science Center","USGS-0142770105","CALKINS CREEK AT MOUTH AT MILANVILLE PA","Stream",NA,2040101,44.2,"sq mi",NA,NA,41.67258855,-75.0598906,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-NY","USGS New York Water Science Center","USGS-0142848005","WESTCOLANG CREEK AT MOUTH AT WESTCOLANG PA","Stream",NA,2040101,4.49,"sq mi",NA,NA,41.51120027,-75.00433499,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-NY","USGS New York Water Science Center","USGS-01434000","DELAWARE RIVER AT PORT JERVIS NY","Stream",NA,2040104,3076,"sq mi",NA,NA,41.3706493,-74.6973853,24000,"1","seconds","Interpolated from MAP.","NAD83",414.78,"feet",0.01,"feet","Level or other surveyed method.","NAVD88","US",42,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01426700","BALLS CREEK NEAR WINTERDALE PA","Stream",NA,2040101,15.4,"sq mi",NA,NA,41.96814105,-75.3360073,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01427300","Little Equinunk Creek at Stalker, PA","Stream",NA,2040101,24.6,"sq mi",NA,NA,41.82619917,-75.1204469,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"11","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01428750","West Branch Lackawaxen River near Aldenville, PA","Stream",NA,2040103,40.6,"sq mi",NA,NA,41.67452998,-75.37601299,24000,"1","seconds","Interpolated from MAP.","NAD83",1244.6,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",42,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"12","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01429000","West Branch Lackawaxen River at Prompton, PA","Stream",NA,2040103,59.7,"sq mi",NA,NA,41.58730898,-75.3268449,NA,"1","seconds","Interpolated from MAP.","NAD83",1083.78,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",42,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"13","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01429290","East Branch Dyberry Creek at Tanners Falls, PA","Stream",NA,2040103,16.8,"sq mi",NA,NA,41.6609722,-75.28838889,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",1050,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",42,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"14","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01429301","Dyberry Creek at Tanners Falls near Dyberry, PA","Stream",NA,2040103,46.4,"sq mi",NA,NA,41.65308889,-75.28205278,24000,".01","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",1010,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",42,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"15","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431500","Lackawaxen River at Hawley, PA","Stream",NA,2040103,290,"sq mi",NA,NA,41.4762002,-75.1721186,NA,"1","seconds","Interpolated from MAP.","NAD83",868.45,"feet",0.01,"feet","Level or other surveyed method.","NAVD88","US",42,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"16","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431554","Kintz Creek at Roemersville near Promised Land, PA","Stream",NA,2040103,4.11,"sq mi",NA,NA,41.28036776,-75.24156878,24000,"1","seconds","Interpolated from MAP.","NAD83",1590,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",42,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"17","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431600","Wallenpaupack Creek at East Sterling, PA","Stream",NA,2040103,69.5,"sq mi",NA,NA,41.3361984,-75.3399036,NA,".1","seconds","Interpolated from MAP.","NAD83",1237.26,"feet",0.01,"feet","Level or other surveyed method.","NAVD88","US",42,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"18","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431620","Stevens Creek near Sterling, PA","Stream",NA,2040103,0.68,"sq mi",0.68,"sq mi",41.33786276,-75.4312947,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"19","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431621","Stevens Creek nr Sterling, PA","Stream",NA,2040103,NA,NA,NA,NA,41.34036276,-75.43073908,24000,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"20","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431673","Ariel Creek near Ledgedale, PA","Stream",NA,2040103,15.6,"sq mi",15.6,"sq mi",41.382032,-75.3201802,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"21","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431683","Unnamed Trib to Purdy Creek near Lakeville, PA","Stream",NA,2040103,0.34,"sq mi",0.34,"sq mi",41.4661993,-75.2782332,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"22","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01431685","Purdy Creek at Lakeville, PA","Stream",NA,2040103,8.18,"sq mi",8.18,"sq mi",41.4281442,-75.2685113,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"23","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01432097","Blooming Grove Creek at Glen Eyre near Rowland, PA","Stream",NA,2040103,27.6,"sq mi",NA,NA,41.46092286,-75.0873939,24000,"1","seconds","Interpolated from MAP.","NAD83",790,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",42,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"24","USGS-PA","USGS Pennsylvania Water Science Center","USGS-01432119","Lackawaxen River at Mouth at Lackawaxen, PA","Stream",NA,2040103,597,"sq mi",NA,NA,41.48675616,-74.9915572,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",42,103,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
