"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-NM","USGS New Mexico Water Science Center","USGS-08364000","RIO GRANDE AT EL PASO, TX","Stream",NA,13030102,32210,"sq mi",29270,"sq mi",31.80288488,-106.5408218,NA,3,"seconds","Interpolated from MAP.","NAD83",3722.3,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",48,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-NM","USGS New Mexico Water Science Center","USGS-08370500","RIO GRANDE AT FORT QUITMAN, TX","Stream",NA,13040201,31944,"sq mi",NA,NA,31.08485318,-105.6074602,NA,1,"seconds","Interpolated from MAP.","NAD83",3450.57,"feet",11,"feet","Interpolated from topographic map.","NGVD29","US",48,229,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-OK","USGS Oklahoma Water Science Center","USGS-07331600","Red Rv at Denison Dam nr Denison, TX","Stream",NA,11140101,39720,"sq mi",39720,"sq mi",33.81899124,-96.5633264,24000,5,"seconds","Interpolated from MAP.","NAD83",494.79,"feet",0.25,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",48,181,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-TX","USGS Texas Water Science Center","USGS-07227470","Canadian Rv at Tascosa, TX","Stream",NA,11090105,18536,"sq mi",14713,"sq mi",35.51893636,-102.2601957,24000,5,"seconds","Interpolated from MAP.","NAD83",3169.25,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US",48,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-TX","USGS Texas Water Science Center","USGS-07227500","Canadian Rv nr Amarillo, TX","Stream",NA,11090105,19445,"sq mi",15376,"sq mi",35.4703261,-101.879628,24000,5,"seconds","Interpolated from MAP.","NAD83",2989.16,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US",48,375,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-TX","USGS Texas Water Science Center","USGS-07228000","Canadian Rv nr Canadian, TX","Stream",NA,11090106,22866,"sq mi",18178,"sq mi",35.935042,-100.3706884,24000,5,"seconds","Interpolated from MAP.","NAD83",2301.5,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US",48,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-TX","USGS Texas Water Science Center","USGS-07233500","Palo Duro Ck nr Spearman, TX","Stream",NA,11100104,1076,"sq mi",556,"sq mi",36.20225497,-101.305993,24000,5,"seconds","Interpolated from MAP.","NAD83",2961.63,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US",48,195,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-TX","USGS Texas Water Science Center","USGS-07297910","Pr Dog Twn Fk Red Rv nr Wayside, TX","Stream",NA,11120103,3754,"sq mi",930,"sq mi",34.83755505,-101.4140578,24000,5,"seconds","Interpolated from MAP.","NAD83",2463.74,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US",48,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-TX","USGS Texas Water Science Center","USGS-07298200","Tule Ck nr Silverton, TX","Stream",NA,11120104,1150,"sq mi",190,"sq mi",34.5433952,-101.42989,24000,5,"seconds","Interpolated from MAP.","NAD83",2852.44,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US",48,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-TX","USGS Texas Water Science Center","USGS-07299200","Pr Dog Twn Fk Red Rv nr Lakeview, TX","Stream",NA,11120105,6792,"sq mi",2023,"sq mi",34.57311318,-100.7456898,24000,5,"seconds","Interpolated from MAP.","NAD83",1926.41,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US",48,191,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
