"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-MD","USGS Maryland Water Science Center","USGS-01646580","POTOMAC RIVER AT CHAIN BRIDGE, AT WASHINGTON, DC","Stream",NA,2070010,11570,"sq mi",NA,NA,38.9295555,-77.1169232,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",51,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-VA","USGS Virginia Water Science Center","USGS-01614830","OPEQUON CREEK NEAR STEPHENS CITY, VA","Stream",NA,2070004,15.2,"sq mi",NA,NA,39.1089948,-78.2050011,24000,"1","seconds","Interpolated from MAP.","NAD83","705","feet",1,"feet","Interpolated from topographic map.","NGVD29","US",51,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-VA","USGS Virginia Water Science Center","USGS-01615000","OPEQUON CREEK NEAR BERRYVILLE, VA","Stream",NA,2070004,58.2,"sq mi",NA,NA,39.1747222,-78.0783333,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","502.48","feet",0.1,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-VA","USGS Virginia Water Science Center","USGS-01621050","MUDDY CREEK AT MOUNT CLINTON, VA","Stream",NA,2070005,14.3,"sq mi",NA,NA,38.48679008,-78.96030749,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","1360.27","feet",0.14,"feet","Differentially corrected Global Positioning System.","NAVD88","US",51,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-VA","USGS Virginia Water Science Center","USGS-01621315","NORTH RIVER AT BRIDGEWATER, VA","Stream",NA,2070005,295,"sq mi",NA,NA,38.3792929,-78.9794738,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",51,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-VA","USGS Virginia Water Science Center","USGS-01621360","NORTH RIVER NEAR MOUNT CRAWFORD, VA","Stream",NA,2070005,323,"sq mi",NA,NA,38.34540495,-78.9411392,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",51,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-VA","USGS Virginia Water Science Center","USGS-01621410","BLACKS RUN AT RT 726 AT HARRISONBURG, VA","Stream",NA,2070005,10.9,"sq mi",NA,NA,38.4220696,-78.8872493,24000,"1","seconds","Interpolated from MAP.","NAD83","1255","feet",2,"feet","Interpolated from topographic map.","NAVD88","US",51,660,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-VA","USGS Virginia Water Science Center","USGS-01625500","NORTH RIVER AT PORT REPUBLIC, VA","Stream",NA,2070005,819,"sq mi",NA,NA,38.2973508,-78.81002478,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","1040.00","feet",1,"feet","Unknown.","NGVD29","US",51,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-VA","USGS Virginia Water Science Center","USGS-01627500","SOUTH RIVER AT HARRISTON, VA","Stream",NA,2070005,212,"sq mi",NA,NA,38.21874208,-78.8366915,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","1129.2","feet",0.16,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-VA","USGS Virginia Water Science Center","USGS-01628250","SOUTH FORK SHENANDOAH RIVER AT LYNNWOOD, VA","Stream",NA,2070005,1069,"sq mi",NA,NA,38.31290599,-78.7700239,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",51,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"11","USGS-VA","USGS Virginia Water Science Center","USGS-01628500","S F SHENANDOAH RIVER NEAR LYNNWOOD, VA","Stream",NA,2070005,1079,"sq mi",NA,NA,38.32262796,-78.7547457,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","1001.74","feet",0.11,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,165,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"12","USGS-VA","USGS Virginia Water Science Center","USGS-01630171","N F DRY RUN TRIB TO TRIB NEAR THORNTON GAP, VA","Stream",NA,2070005,0.073,"sq mi",NA,NA,38.62944444,-78.3466667,24000,"3","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",51,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"13","USGS-VA","USGS Virginia Water Science Center","USGS-0163054161","PASS RUN TRIB TO TRIB 2 TRIB 2 NR THORNTON GAP, VA","Stream",NA,2070005,0.13,"sq mi",NA,NA,38.63888889,-78.3308333,24000,"3","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",51,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"14","USGS-VA","USGS Virginia Water Science Center","USGS-01631000","S F SHENANDOAH RIVER AT FRONT ROYAL, VA","Stream",NA,2070005,1634,"sq mi",NA,NA,38.91400059,-78.21083388,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","468.69","feet",0.11,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"15","USGS-VA","USGS Virginia Water Science Center","USGS-01632900","SMITH CREEK NEAR NEW MARKET, VA","Stream",NA,2070006,93.6,"sq mi",NA,NA,38.69345016,-78.6427935,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","880.84","feet",0.09,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"16","USGS-VA","USGS Virginia Water Science Center","USGS-01634000","N F SHENANDOAH RIVER NEAR STRASBURG, VA","Stream",NA,2070006,770,"sq mi",NA,NA,38.9767759,-78.3361152,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","493.31","feet",0.13,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"17","USGS-VA","USGS Virginia Water Science Center","USGS-01636290","SHENANDOAH RIVER NEAR MILLWOOD, VA","Stream",NA,2070007,2838,"sq mi",NA,NA,39.0412183,-77.99916338,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",51,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"18","USGS-VA","USGS Virginia Water Science Center","USGS-01644000","GOOSE CREEK NEAR LEESBURG, VA","Stream",NA,2070008,332,"sq mi",NA,NA,39.01955309,-77.5774918,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","247.96","feet",0.12,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,107,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"19","USGS-VA","USGS Virginia Water Science Center","USGS-0164425950","HORSEPEN RUN AB HORSEPEN RUN TRIB NR HERNDON, VA","Stream",NA,2070008,1.19,"sq mi",NA,NA,38.9225972,-77.4057722,24000,"1","seconds","Interpolated from Digital MAP.","NAD83","305.63","feet",0.01,"feet","Differentially corrected Global Positioning System.","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"20","USGS-VA","USGS Virginia Water Science Center","USGS-01644291","STAVE RUN NEAR RESTON, VA","Stream",NA,2070008,0.085,"sq mi",NA,NA,38.94983279,-77.3730415,24000,"1","seconds","Interpolated from MAP.","NAD83","367.25","feet",1,"feet","Unknown.","NGVD29","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"21","USGS-VA","USGS Virginia Water Science Center","USGS-01644295","SMILAX BRANCH AT RESTON, VA","Stream",NA,2070008,0.33,"sq mi",NA,NA,38.95288828,-77.3674858,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","356.59","feet",1,"feet","Unknown.","NGVD29","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"22","USGS-VA","USGS Virginia Water Science Center","USGS-01644343","SUGARLAND RUN TRIB BL CRAYTON RD NR HERNDON, VA","Stream",NA,2070008,0.64,"sq mi",NA,NA,38.99860278,-77.3606556,24000,"1","seconds","Interpolated from Digital MAP.","NAD83","277.14","feet",0.01,"feet","Differentially corrected Global Positioning System.","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"23","USGS-VA","USGS Virginia Water Science Center","USGS-01645704","DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA","Stream",NA,2070008,5.49,"sq mi",NA,NA,38.88469518,-77.3324293,24000,".1","seconds","Interpolated from MAP.","NAD83","288.1","feet",0.1,"feet","GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"24","USGS-VA","USGS Virginia Water Science Center","USGS-01645745","LITTLE DIFFICULT RUN NEAR VIENNA, VA","Stream",NA,2070008,2.99,"sq mi",NA,NA,38.90994444,-77.33775,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","245.5","feet",0.1,"feet","Global Positioning System.","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"25","USGS-VA","USGS Virginia Water Science Center","USGS-01645762","S F LITTLE DIFFICULT RUN ABOVE MOUTH NR VIENNA, VA","Stream",NA,2070008,2.71,"sq mi",NA,NA,38.90888916,-77.3382627,24000,".1","seconds","Interpolated from MAP.","NAD83","275.16","feet",0.14,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"26","USGS-VA","USGS Virginia Water Science Center","USGS-01645784","SNAKEDEN BRANCH AT RESTON, VA","Stream",NA,2070008,0.79,"sq mi",NA,NA,38.93011096,-77.344985,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","320.15","feet",0.01,"feet","Unknown.","NGVD29","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"27","USGS-VA","USGS Virginia Water Science Center","USGS-0164578734","SNAKEDEN BRANCH ABOVE LAKE AUDUBON AT RESTON, VA","Stream",NA,2070008,0.82,"sq mi",NA,NA,38.9296611,-77.34113889,24000,".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","304.7","feet",0.11,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"28","USGS-VA","USGS Virginia Water Science Center","USGS-0164579522","THE GLADE NEAR HOWLAND DRIVE AT RESTON, VA","Stream",NA,2070008,NA,NA,NA,NA,38.9256,-77.32933889,24000,".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","291.5","feet",0.12,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"29","USGS-VA","USGS Virginia Water Science Center","USGS-01645844","OLD COURTHOUSE SPRING BRANCH NEAR VIENNA, VA","Stream",NA,2070008,1.45,"sq mi",NA,NA,38.93902778,-77.25763889,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","275.2","feet",0.1,"feet","Global Positioning System.","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"30","USGS-VA","USGS Virginia Water Science Center","USGS-01645940","CAPTAIN HICKORY RUN AT RT 681 NEAR GREAT FALLS, VA","Stream",NA,2070008,1.38,"sq mi",NA,NA,38.98516667,-77.28863889,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","220.8","feet",0.1,"feet","Global Positioning System.","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"31","USGS-VA","USGS Virginia Water Science Center","USGS-01646000","DIFFICULT RUN NEAR GREAT FALLS, VA","Stream",NA,2070008,57.8,"sq mi",NA,NA,38.97594346,-77.24581439,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","150.94","feet",0.13,"feet","GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"32","USGS-VA","USGS Virginia Water Science Center","USGS-01646305","DEAD RUN AT WHANN AVENUE NEAR MCLEAN, VA","Stream",NA,2070008,2.05,"sq mi",NA,NA,38.95977716,-77.1756743,24000,".1","seconds","Interpolated from MAP.","NAD83","177.18","feet",0.11,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"33","USGS-VA","USGS Virginia Water Science Center","USGS-01652789","INDIAN RUN AT BREN MAR DRIVE AT ALEXANDRIA, VA","Stream",NA,2070010,2.45,"sq mi",NA,NA,38.79980556,-77.1493611,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","90.1","feet",0.1,"feet","Global Positioning System.","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"34","USGS-VA","USGS Virginia Water Science Center","USGS-01652860","TURKEYCOCK RUN AT EDSALL RD AT ALEXANDRIA, VA","Stream",NA,2070010,2.59,"sq mi",NA,NA,38.80416667,-77.14513889,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","94.7","feet",0.06,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"35","USGS-VA","USGS Virginia Water Science Center","USGS-01653717","PAUL SPRING BR AB NORTH BRANCH NR GUM SPRINGS, VA","Stream",NA,2070010,1.89,"sq mi",NA,NA,38.74375,-77.0669444,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83","-12.6","feet",0.1,"feet","Global Positioning System.","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"36","USGS-VA","USGS Virginia Water Science Center","USGS-01653844","DOGUE CREEK TRIB AT WOODLEY DR AT MOUNT VERNON, VA","Stream",NA,2070010,0.43,"sq mi",NA,NA,38.72435,-77.10317778,24000,"1","seconds","Interpolated from Digital MAP.","NAD83","25.04","feet",0.01,"feet","Differentially corrected Global Positioning System.","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"37","USGS-VA","USGS Virginia Water Science Center","USGS-01654000","ACCOTINK CREEK NEAR ANNANDALE, VA","Stream",NA,2070010,23.9,"sq mi",NA,NA,38.81289066,-77.2283158,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","190.6","feet",0.08,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"38","USGS-VA","USGS Virginia Water Science Center","USGS-01654500","LONG BRANCH NEAR ANNANDALE, VA","Stream",NA,2070010,3.72,"sq mi",NA,NA,38.81358508,-77.2364549,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","203.39","feet",0.11,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"39","USGS-VA","USGS Virginia Water Science Center","USGS-01655305","RABBIT BRANCH TRIBUTARY AB LAKE ROYAL NR BURKE, VA","Stream",NA,2070010,0.57,"sq mi",NA,NA,38.80841667,-77.2967833,24000,"1","seconds","Interpolated from Digital MAP.","NAD83","301.70","feet",0.01,"feet","Differentially corrected Global Positioning System.","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"40","USGS-VA","USGS Virginia Water Science Center","USGS-01656100","CEDAR RUN NEAR ADEN, VA","Stream",NA,2070010,155,"sq mi",NA,NA,38.6162316,-77.5541545,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","166.27","feet",1,"feet","Unknown.","NGVD29","US",51,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"41","USGS-VA","USGS Virginia Water Science Center","USGS-01656120","CEDAR RUN AT RT 646 NEAR ADEN, VA","Stream",NA,2070010,175,"sq mi",NA,NA,38.64150829,-77.5124873,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","160","feet",1,"feet","Interpolated from topographic map.","NGVD29","US",51,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"42","USGS-VA","USGS Virginia Water Science Center","USGS-01656700","OCCOQUAN RIVER NEAR MANASSAS, VA","Stream",NA,2070010,343,"sq mi",NA,NA,38.70539455,-77.4458207,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","119.53","feet",1,"feet","Unknown.","NGVD29","US",51,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"43","USGS-VA","USGS Virginia Water Science Center","USGS-01656725","BULL RUN NEAR CATHARPIN, VA","Stream",NA,2070010,25.7,"sq mi",NA,NA,38.8892789,-77.570269,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83","237.78","feet",1,"feet","Interpolated from topographic map.","NGVD29","US",51,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"44","USGS-VA","USGS Virginia Water Science Center","USGS-01656903","FLATLICK BRANCH ABOVE FROG BRANCH AT CHANTILLY, VA","Stream",NA,2070010,4.2,"sq mi",NA,NA,38.8823899,-77.4319047,24000,".1","seconds","Interpolated from MAP.","NAD83","256.8","feet",0.1,"feet","Interpolated from topographic map.","NAVD88","US",51,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
