"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-AR","USGS Arkansas Water Science Center","USGS-07195855","Flint Creek near West Siloam Springs, OK","Stream",NA,11110103,59.8,"sq mi",NA,NA,36.2161111,-94.6052778,NA,"10","seconds","Interpolated from Digital MAP.","NAD83",956.18,"feet",0.25,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-AR","USGS Arkansas Water Science Center","USGS-07195860","Sager Creek near Siloam Springs, AR","Stream",NA,11110103,NA,NA,NA,NA,36.19730369,-94.5835532,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",40,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-AR","USGS Arkansas Water Science Center","USGS-07249985","Lee Creek near Short, OK","Stream",NA,11110104,420,"sq mi",NA,NA,35.5172222,-94.4641667,24000,"10","seconds","Interpolated from MAP.","NAD83",429.92,"feet",0.23,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",40,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-OK","USGS Oklahoma Water Science Center","USGS-07148128","Arkansas River at Kaw City, OK","Stream",NA,11060001,8670,"sq mi",NA,NA,36.76892498,-96.834756,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",40,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-OK","USGS Oklahoma Water Science Center","USGS-07148350","Salt Fork Arkansas River nr Winchester, OK","Stream",NA,11060002,856,"sq mi",856,"sq mi",36.96169595,-98.7823116,24000,"5","seconds","Interpolated from MAP.","NAD83",1410.05,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",40,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-OK","USGS Oklahoma Water Science Center","USGS-07148400","Salt Fork Arkansas River nr Alva, OK","Stream",NA,11060002,982,"sq mi",982,"sq mi",36.81503056,-98.6481395,24000,"5","seconds","Interpolated from MAP.","NAD83",1292.74,"feet",0.08,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",40,151,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-OK","USGS Oklahoma Water Science Center","USGS-07148450","Salt Fork Arkansas River nr Ingersoll, OK","Stream",NA,11060002,1140,"sq mi",NA,NA,36.8216959,-98.3600733,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",40,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-OK","USGS Oklahoma Water Science Center","USGS-07150500","Salt Fork Arkansas River nr Jet, OK","Stream",NA,11060004,3202,"sq mi",3194,"sq mi",36.75252938,-98.1289547,24000,"5","seconds","Interpolated from MAP.","NAD83",1092.2,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",40,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-OK","USGS Oklahoma Water Science Center","USGS-07151000","Salt Fork Arkansas River at Tonkawa, OK","Stream",NA,11060004,4470,"sq mi",4470,"sq mi",36.6719792,-97.3094887,24000,"1","seconds","Interpolated from MAP.","NAD83",930.14,"feet",0.06,"feet","GNSS4 - Level 4 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",40,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-OK","USGS Oklahoma Water Science Center","USGS-07152000","Chikaskia River near Blackwell, OK","Stream",NA,11060005,1876,"sq mi",1873,"sq mi",36.8114211,-97.277265,24000,"1","seconds","Interpolated from MAP.","NAD83",967.65,"feet",0.2,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",40,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
