"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-IL","USGS Illinois Water Science Center","USGS-03336645","MIDDLE FORK VERMILION RIVER ABOVE OAKWOOD, IL","Stream",NA,5120109,432,"sq mi",NA,NA,40.13696944,-87.7446944,NA,"5","seconds","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAD83",544.18,"feet",0.07,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",17,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-IL","USGS Illinois Water Science Center","USGS-03336890","SPOON RIVER NEAR ST. JOSEPH, IL","Stream",NA,5120109,40.7,"sq mi",NA,NA,40.16419444,-88.0275,2400,"5","seconds","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAD83",650,"feet",0.04,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-IL","USGS Illinois Water Science Center","USGS-03336900","SALT FORK NEAR ST. JOSEPH, IL","Stream",NA,5120109,134,"sq mi",NA,NA,40.14955556,-88.03363889,NA,"5","seconds","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAD83",649.59,"feet",0.04,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-IL","USGS Illinois Water Science Center","USGS-03337700","SALINE BRANCH NEAR MAYVIEW, IL","Stream",NA,5120109,82.1,"sq mi",NA,NA,40.1330889,-88.1042084,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",17,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-IL","USGS Illinois Water Science Center","USGS-03338097","SALT FORK NEAR OAKWOOD, IL","Stream",NA,5120109,489,"sq mi",NA,NA,40.0822581,-87.7814149,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",17,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-IL","USGS Illinois Water Science Center","USGS-03338780","NORTH FORK VERMILION RIVER NEAR BISMARCK, IL","Stream",NA,5120109,262,"sq mi",NA,NA,40.26566667,-87.64213889,24000,"5","seconds","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAD83",599.97,"feet",0.01,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",17,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-IL","USGS Illinois Water Science Center","USGS-03339000","VERMILION RIVER NEAR DANVILLE, IL","Stream",NA,5120109,1290,"sq mi",NA,NA,40.1010833,-87.5976111,NA,"5","seconds","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAD83",503.72,"feet",0.01,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",17,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-IL","USGS Illinois Water Science Center","USGS-03339030","GRAPE CREEK NEAR HEGELER, IL","Stream",NA,5120109,4.08,"sq mi",NA,NA,40.0761111,-87.6511111,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",635.41,"feet",0.01,"feet","Level or other surveyed method.","NAVD88","US",17,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-IL","USGS Illinois Water Science Center","USGS-03339147","LITTLE VERMILION RIVER NEAR GEORGETOWN, IL","Stream",NA,5120108,191,"sq mi",191,"sq mi",39.94142585,-87.5514078,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",17,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-IL","USGS Illinois Water Science Center","USGS-03341540","SUGAR CREEK NEAR ELBRIDGE, IL","Stream",NA,5120111,61,"sq mi",61,"sq mi",39.4980905,-87.553079,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",17,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
