"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-ND","USGS North Dakota Water Science Center","USGS-05051510","RED RIVER OF THE NORTH BELOW WAHPETON, ND","Stream",NA,9020104,4020,"sq mi",NA,NA,46.3749597,-96.6572976,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",38,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-ND","USGS North Dakota Water Science Center","USGS-05051522","RED RIVER OF THE NORTH AT HICKSON, ND","Stream",NA,9020104,4300,"sq mi",NA,NA,46.65968548,-96.7959154,NA,5,"seconds","Interpolated from MAP.","NAD83",877.77,"feet",0.01,"feet","Level or other surveyed method.","NAVD88","US",38,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-ND","USGS North Dakota Water Science Center","USGS-05051600","WILD RICE RIVER NR RUTLAND, ND","Stream",NA,9020105,546,"sq mi",296,"sq mi",46.0221855,-97.511485,NA,5,"seconds","Interpolated from MAP.","NAD83",1198.82,"feet",0.16,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",38,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-ND","USGS North Dakota Water Science Center","USGS-05051700","WILD RICE RIVER NR CAYUGA, ND","Stream",NA,9020105,955,"sq mi",565,"sq mi",46.12496149,-97.3614813,NA,1,"seconds","Interpolated from MAP.","NAD83",1095.64,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",38,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-ND","USGS North Dakota Water Science Center","USGS-05052500","ANTELOPE CREEK AT DWIGHT, ND","Stream",NA,9020105,294,"sq mi",278,"sq mi",46.31134769,-96.7345217,24000,3,"seconds","Interpolated from Digital MAP.","NAD83",906.73,"feet",0.14,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",38,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-ND","USGS North Dakota Water Science Center","USGS-05053000","WILD RICE RIVER NR ABERCROMBIE, ND","Stream",NA,9020105,2080,"sq mi",1490,"sq mi",46.4705168,-96.7823018,NA,5,"seconds","Interpolated from MAP.","NAD83",908.88,"feet",0.14,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",38,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-ND","USGS North Dakota Water Science Center","USGS-05053500","WILD RICE RIVER NR ST BENEDICT, ND","Stream",NA,9020105,NA,NA,NA,NA,46.7169444,-96.8205556,24000,0.1,"seconds","Interpolated from Digital MAP.","NAD83",863.55,"feet",0.01,"feet","Level or other surveyed method.","NAVD88","US",38,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-ND","USGS North Dakota Water Science Center","USGS-05054000","RED RIVER OF THE NORTH AT FARGO, ND","Stream",NA,9020104,6800,"sq mi",NA,NA,46.861075,-96.7836924,24000,5,"seconds","Interpolated from MAP.","NAD83",862.7,"feet",0.03,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",38,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-ND","USGS North Dakota Water Science Center","USGS-05054020","RED RIVER OF THE NORTH BELOW FARGO, ND","Stream",NA,9020104,6820,"sq mi",NA,NA,46.93051956,-96.7850803,NA,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",38,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-ND","USGS North Dakota Water Science Center","USGS-05054200","RED RIVER OF THE NORTH NEAR HARWOOD, ND","Stream",NA,9020104,NA,NA,NA,NA,46.9769096,-96.8209139,NA,5,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",38,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
