"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-NC","USGS North Carolina Water Science Center","USGS-02043852","PASQUOTANK RIVER NR ELIZABETH CITY, NC","Stream",NA,3010205,280,"sq mi",NA,NA,36.3626552,-76.2527135,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-NC","USGS North Carolina Water Science Center","USGS-02043862","PASQUOTANK R AT ELIZABETH CITY, NC","Stream",NA,3010205,300,"sq mi",NA,NA,36.30120278,-76.217225,NA,".01","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,139,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-NC","USGS North Carolina Water Science Center","USGS-02043892","PERQUIMANS RIVER AT US 17 AT HERTFORD, NC","Stream",NA,3010205,94,"sq mi",NA,NA,36.1946023,-76.4663298,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,143,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-NC","USGS North Carolina Water Science Center","USGS-02050160","CHOWAN RIVER NEAR EURE, NC","Stream",NA,3010203,2570,"sq mi",NA,NA,36.5084861,-76.908016,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-NC","USGS North Carolina Water Science Center","USGS-02053244","CHOWAN R AT WINTON, NC","Stream",NA,3010203,4212,"sq mi",NA,NA,36.4001541,-76.9302369,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-NC","USGS North Carolina Water Science Center","USGS-02053652","CHOWAN RIVER NR EDENHOUSE, NC","Stream",NA,3010203,4920,"sq mi",NA,NA,36.0479377,-76.69466808,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-NC","USGS North Carolina Water Science Center","USGS-02070500","MAYO RIVER NEAR PRICE, NC","Stream",NA,3010103,242,"sq mi",NA,NA,36.53388889,-79.99138889,NA,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",689.3,"feet",0.1,"feet","Level or other surveyed method.","NAVD88","US",37,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-NC","USGS North Carolina Water Science Center","USGS-02071500","DAN R AT LEAKSVILLE, NC","Stream",NA,3010103,1150,"sq mi",NA,NA,36.48347146,-79.7664248,NA,"1","seconds","Interpolated from MAP.","NAD83",490.33,"feet",1,"feet","Interpolated from topographic map.","NGVD29","US",37,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-NC","USGS North Carolina Water Science Center","USGS-02074002","SMITH RIVER NEAR EDEN, NC","Stream",NA,3010103,539,"sq mi",NA,NA,36.52097156,-79.7525355,NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",37,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-NC","USGS North Carolina Water Science Center","USGS-02074218","DAN RIVER NEAR MAYFIELD, NC","Stream",NA,3010103,1778,"sq mi",NA,NA,36.5415273,-79.6055852,NA,"1","seconds","Interpolated from MAP.","NAD83",458.4,"feet",1,"feet","Interpolated from topographic map.","NGVD29","US",37,157,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"11","USGS-NC","USGS North Carolina Water Science Center","USGS-02077300","HYCO RIVER AT MCGHEES MILL, NC","Stream",NA,3010104,191,"sq mi",NA,NA,36.51736257,-79.0280678,NA,"1","seconds","Interpolated from MAP.","NAD83",349.78,"feet",1,"feet","Interpolated from topographic map.","NGVD29","US",37,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"12","USGS-NC","USGS North Carolina Water Science Center","USGS-02080500","ROANOKE RIVER AT ROANOKE RAPIDS, NC","Stream",NA,3010107,8384,"sq mi",NA,NA,36.46,-77.6336111,NA,".01","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",42.8,"feet",0.13,"feet","Level or other surveyed method.","NAVD88","US",37,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
