OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-ME,USGS Maine Water Science Center,USGS-01012515,CLAYTON STREAM AT OUTLET CLAYTON LAKE ME SITE 6,Stream,,01010003,13.00,sq mi,13.00,sq mi,46.73063056000000,-68.7714527800000,,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,23,003,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01012520,BALD MOUNTAIN BROOK NR BALD MOUNTAIN ME SITE 2,Stream,,01010003,2.03,sq mi,2.03,sq mi,46.74020000000000,-68.7556833000000,,.5,seconds,Interpolated from Digital MAP.,NAD83,820.00,feet,10,feet,Interpolated from topographic map.,NGVD29,US,23,003,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01012525,BISHOP MOUNTAIN BROOK NR BISHOP MTN ME  SITE 14,Stream,,01010003,1.06,sq mi,1.06,sq mi,46.74517778000000,-68.7525694000000,,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,23,003,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01012530,CLAYTON STREAM AT SHELDON RIDGE ME SITE 10,Stream,,01010003,,,,,46.76004080000000,-68.7794905900000,,Unknown,Unknown,Interpolated from MAP.,NAD83,,,,,,,US,23,003,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01012570,FISH RIVER AT INLET FISH RIVER LAKE ME SITE 4,Stream,,01010003,70.30,sq mi,70.30,sq mi,46.78948610000000,-68.7732250000000,,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,23,003,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01015000,"ST. JOHN RIVER AT VAN BUREN, ME",Stream,,01010009,8423.00,sq mi,8174.00,sq mi,47.15980556000000,-67.9311694000000,,.5,seconds,Interpolated from Digital MAP.,NAD83,407.69,feet,.01,feet,Level or other surveyed method.,NGVD29,US,23,003,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01017100,"AROOSTOOK RIVER AT CARIBOU, ME",Stream,,01010004,1943.00,sq mi,1943,sq mi,46.84920928000000,-68.0028045000000,,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,23,003,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01017960,"Meduxnekeag R above S Br Medux. R nr Houlton, ME",Stream,,01010005,88.0,sq mi,88.0,sq mi,46.10500000000000,-67.8813888900000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,355,feet,10,feet,Interpolated from topographic map.,NGVD29,US,23,003,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01018000,"Meduxnekeag River near Houlton, Maine",Stream,,01010005,175,sq mi,175,sq mi,46.10500000000000,-67.8666667000000,,1,seconds,Interpolated from Digital MAP.,NAD83,333.92,feet,.01,feet,Unknown.,NGVD29,US,23,003,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01018035,"Meduxnekeag River at Lowery Rd. nr Houlton, Maine",Stream,,01010005,257,sq mi,257,sq mi,46.18111110000000,-67.8038888900000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,290.,feet,10,feet,Interpolated from topographic map.,NGVD29,US,23,003,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01021050,"St. Croix River at Milltown, Maine",Stream,,01050001,1455,sq mi,1455,sq mi,45.17000000000000,-67.2966667000000,,.5,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,23,029,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01022500,"Narraguagus River at Cherryfield, Maine",Stream,,01050002,227,sq mi,227,sq mi,44.60805556000000,-67.9352777800000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,44.20,feet,.01,feet,Level or other surveyed method.,NGVD29,US,23,029,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01022800,"Old Mill Brook at Old Norway Dr nr Bar Harbor, ME",Stream,,01050002,1.61,sq mi,1.61,sq mi,44.39850278000000,-68.2877277800000,24000,.5,seconds,Interpolated from Digital MAP.,NAD83,900,feet,15,feet,Interpolated from topographic map.,NGVD29,US,23,009,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01022805,"Old Mill Brk bl Crooked Rd nr Bar Harbor, Maine",Stream,,01050002,2.64,sq mi,2.64,sq mi,44.41416667000000,-68.2952777800000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,7,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,23,009,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01022810,"Stony Brook below Hamilton Pond nr Bar Harbor, ME",Stream,,01050002,2.86,sq mi,2.86,sq mi,44.42452296000000,-68.2909882000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,18,feet,10,feet,Interpolated from topographic map.,NGVD29,US,23,009,,,,,,,,,,NWIS
USGS-ME,USGS Maine Water Science Center,USGS-01022815,"Aunt Betseys Brook near Bar Harbor, ME",Stream,,01050002,0.78,sq mi,0.78,sq mi,44.40618970000000,-68.3190444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,20,feet,10,feet,Interpolated from topographic map.,NGVD29,US,23,009,,,,,,,,,,NWIS
