"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-AL","USGS Alabama Water Science Center","USGS-02361000","CHOCTAWHATCHEE RIVER NEAR NEWTON, AL.","Stream",NA,3140201,686,"sq mi",686,"sq mi",31.3429492,-85.6104912,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",138.56,"feet",0.01,"feet","Unknown.","NGVD29","US",1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-AL","USGS Alabama Water Science Center","USGS-02363000","PEA RIVER NEAR ARITON AL","Stream",NA,3140202,498,"sq mi",498,"sq mi",31.59488716,-85.7829975,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",246.59,"feet",0.16,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-AL","USGS Alabama Water Science Center","USGS-02369800","BLACKWATER RIVER NEAR BRADLEY AL","Stream",NA,3140104,87.7,"sq mi",87.7,"sq mi",31.02767985,-86.7099567,NA,"1","seconds","Interpolated from MAP.","NAD83",121.87,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US",1,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-AL","USGS Alabama Water Science Center","USGS-02371500","CONECUH RIVER AT BRANTLEY AL","Stream",NA,3140301,500,"sq mi",500,"sq mi",31.57349458,-86.2516226,NA,"1","seconds","Interpolated from MAP.","NAD83",226.13,"feet",0.16,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",1,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-AL","USGS Alabama Water Science Center","USGS-02373800","SEPULGA RIVER AT BROOKLYN AL","Stream",NA,3140303,1017,"sq mi",NA,NA,31.26183739,-86.7632969,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",86.4,"feet",0.01,"feet","Unknown.","NGVD29","US",1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-AL","USGS Alabama Water Science Center","USGS-02374500","MURDER CREEK NEAR EVERGREEN AL","Stream",NA,3140304,176,"sq mi",176,"sq mi",31.41850006,-86.9866403,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",178.24,"feet",0.16,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-AL","USGS Alabama Water Science Center","USGS-02399200","LITTLE RIVER NEAR BLUE POND AL","Stream",NA,3150105,199,"sq mi",199,"sq mi",34.2889813,-85.6805204,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",589.34,"feet",0.01,"feet","Unknown.","NGVD29","US",1,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-AL","USGS Alabama Water Science Center","USGS-02400500","COOSA RIVER AT GADSDEN AL","Stream",NA,3150106,5805,"sq mi",5805,"sq mi",34.0103752,-85.9977494,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",486.06,"feet",0.22,"feet","GNSS1 - Level 1 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-AL","USGS Alabama Water Science Center","USGS-02401000","BIG WILLS CREEK NEAR REECE CITY","Stream",NA,3150106,182,"sq mi",182,"sq mi",34.0981515,-86.0380286,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",570,"feet",0.01,"feet","Unknown.","NGVD29","US",1,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-AL","USGS Alabama Water Science Center","USGS-02401390","BIG CANOE CREEK AT ASHVILLE AL","Stream",NA,3150106,141,"sq mi",141,"sq mi",33.8398211,-86.2627559,NA,"1","seconds","Interpolated from MAP.","NAD83",529.56,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US",1,115,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
