"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-MD","USGS Maryland Water Science Center","USGS-01647595","POTOMAC RIVER AT KEY BRIDGE AT WASHINGTON, DC","Stream",NA,2070010,NA,NA,NA,NA,38.90233385,-77.06942209,24000,1,"seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-MD","USGS Maryland Water Science Center","USGS-01648010","ROCK CREEK AT JOYCE RD WASHINGTON, DC","Stream",NA,2070010,63.7,"sq mi",NA,NA,38.96016667,-77.0420556,24000,0.1,"seconds","Interpolated from MAP.","NAD83",136.78,"feet",0.01,"feet","Differentially corrected Global Positioning System.","NAVD88","US",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-MD","USGS Maryland Water Science Center","USGS-01651770","HICKEY RUN AT NATIONAL ARBORETUM AT WASHINGTON, DC","Stream",NA,2070010,1.01,"sq mi",NA,NA,38.9161111,-76.9688611,24000,0.1,"seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",16.28,"feet",0.05,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-MD","USGS Maryland Water Science Center","USGS-01651800","WATTS BRANCH AT WASHINGTON, DC","Stream",NA,2070010,3.36,"sq mi",NA,NA,38.90127778,-76.94327778,24000,1,"seconds","Interpolated from Digital MAP.","NAD83",10.73,"feet",0.01,"feet","Level or other surveyed method.","NAVD88","US",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-MD","USGS Maryland Water Science Center","USGS-01651827","ANACOSTIA RIVER NR BUZZARD POINT AT WASHINGTON, DC","Stream: Tidal stream",NA,2070010,NA,NA,NA,NA,38.86516667,-77.0103333,24000,0.1,"seconds","Interpolated from Digital MAP.","NAD83",-0.14,"feet",0.05,"feet","GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NCRN_NACE_FTDU","Fort Dupont Stream","River/Stream",NA,2070010,NA,NA,NA,NA,38.8813318,-76.9573304,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"7","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NCRN_ROCR_BAKE","Battery Kemble Creek","River/Stream","Formerly known as Palisades Creek (PACR).",2070010,NA,NA,NA,NA,38.920435,-77.099492,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"8","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NCRN_ROCR_BRBR","Broad Branch","River/Stream",NA,2070010,NA,NA,NA,NA,38.944996,-77.050367,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"9","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NCRN_ROCR_DUOA","Dumbarton Oaks","River/Stream","Point collected using Garmin GPSmap 60CSX",2070010,NA,NA,NA,NA,38.915898,-77.059156,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"10","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NCRN_ROCR_EGWA","Rock Creek @ Edgewater Stables","River/Stream",NA,2070010,NA,NA,NA,NA,38.920722,-77.0499048,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"11","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NCRN_ROCR_FEBR","Fenwick Branch","River/Stream","Formerly FEWK.",2070010,NA,NA,NA,NA,38.984841,-77.042077,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"12","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NCRN_ROCR_HACR","Hazen Creek","River/Stream",NA,2070010,NA,NA,NA,NA,38.93831,-77.051441,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"13","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NCRN_ROCR_KLVA","Klingle Valley","River/Stream",NA,2070010,NA,NA,NA,NA,38.933409,-77.051813,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"14","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NCRN_ROCR_LUBR","Luzon Branch","River/Stream",NA,2070010,NA,NA,NA,NA,38.961766,-77.041633,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
"15","11NPSWRD_WQX","National Park Service Water Resources Division","11NPSWRD_WQX-NCRN_ROCR_NOST","Normanstone Branch","River/Stream",NA,2070010,NA,NA,NA,NA,38.919225,-77.056078,NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US",11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"STORET"
