"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-ID","USGS Idaho Water Science Center","USGS-13173600","SNAKE RIVER NR ADRIAN OR","Stream",NA,17050103,43000,"sq mi",NA,NA,43.7309932,-117.0718258,24000,"5","seconds","Interpolated from MAP.","NAD83",2190,"feet",5,"feet","Interpolated from topographic map.","NAVD88","US",41,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-OR","USGS Oregon Water Science Center","USGS-10396000","DONNER UND BLITZEN RIVER NR FRENCHGLEN OR","Stream",NA,17120003,200,"sq mi",200,"sq mi",42.7908333,-118.8675,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4254,"feet",20,"feet","Level or other surveyed method.","NGVD29","US",41,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-OR","USGS Oregon Water Science Center","USGS-11486990","LOST R DIVERSION AT TINGLEY LN NR KLAMATH FALLS,OR","Stream",NA,18010204,NA,NA,NA,NA,42.1676459,-121.776391,NA,"1","seconds","Interpolated from MAP.","NAD83",4076.62,"feet",5,"feet","Level or other surveyed method.","NAVD88","US",41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-OR","USGS Oregon Water Science Center","USGS-11501000","SPRAGUE RIVER NEAR CHILOQUIN, OR","Stream",NA,18010202,1565,"sq mi",NA,NA,42.58430556,-121.8483333,NA,"1","seconds","Interpolated from Digital MAP.","NAD83",4202.43,"feet",0.1,"feet","Level or other surveyed method.","NGVD29","US",41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-OR","USGS Oregon Water Science Center","USGS-11502500","WILLIAMSON RIVER BLW SPRAGUE RIVER NR CHILOQUIN,OR","Stream",NA,18010201,3030,"sq mi",NA,NA,42.564375,-121.8797139,NA,"1","seconds","Interpolated from Digital MAP.","NAD83",4148.5,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-OR","USGS Oregon Water Science Center","USGS-11504115","WOOD RIVER NEAR KLAMATH AGENCY, OR","Stream",NA,18010203,78.8,"sq mi",NA,NA,42.58155556,-121.9417028,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4147,"feet",5,"feet","Interpolated from Digital Elevation Model","NAVD88","US",41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-OR","USGS Oregon Water Science Center","USGS-11504290","SEVENMILE CNL AT DIKE RD BR, NR KLAMATH AGENCY, OR","Stream: Canal",NA,18010203,NA,NA,NA,NA,42.58166667,-121.9713889,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",4146,"feet",5,"feet","Interpolated from Digital Elevation Model","NAVD88","US",41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-OR","USGS Oregon Water Science Center","USGS-11507501","LINK RIVER BELOW KENO CANAL, NEAR KLAMATH FALLS,OR","Stream",NA,18010204,NA,NA,NA,NA,42.2193114,-121.7902816,24000,"1","seconds","Interpolated from MAP.","NAD83",4087,"feet",1.6,"feet","Interpolated from Digital Elevation Model","NAVD88","US",41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-OR","USGS Oregon Water Science Center","USGS-11509105","NORTH CANAL AT HIGHWAY 97, NEAR MIDLAND, OR","Stream: Canal",NA,18010204,NA,NA,NA,NA,42.1223682,-121.8300033,NA,"1","seconds","Interpolated from MAP.","NAD83",4080.27,"feet",5,"feet","Level or other surveyed method.","NAVD88","US",41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-OR","USGS Oregon Water Science Center","USGS-11509200","ADY CANAL AT HIGHWAY 97, NEAR WORDEN, OR","Stream: Canal",NA,18010204,NA,NA,NA,NA,42.08088889,-121.8446389,NA,"1","seconds","Interpolated from Digital MAP.","NAD83",4103,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",41,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
