"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-NM","USGS New Mexico Water Science Center","USGS-07153500","DRY CIMARRON R NR GUY, NM","Stream",NA,11040001,500,"sq mi",NA,NA,36.9875204,-103.4241098,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",4900,"feet",20,"feet","Unknown.","NGVD29","US",35,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-NM","USGS New Mexico Water Science Center","USGS-07199000","CANADIAN RIVER NEAR HEBRON, NM","Stream",NA,11080001,199,"sq mi",NA,NA,36.7872491,-104.4622099,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",6266,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",35,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-NM","USGS New Mexico Water Science Center","USGS-07199600","CHICORICA CREEK NEAR YANKEE, NM","Stream",NA,11080001,32.5,"sq mi",NA,NA,36.93057986,-104.3738734,NA,"Unknown","Unknown","Interpolated from MAP.","NAD83",6795,"feet",1,"feet","Unknown.","NGVD29","US",35,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-NM","USGS New Mexico Water Science Center","USGS-07201420","UNA DE GATO CREEK BL THROTTLE DAM NEAR RATON, NM","Stream",NA,11080001,49.5,"sq mi",NA,NA,36.81446999,-104.233036,NA,"1","seconds","Interpolated from MAP.","NAD83",6635,"feet",11,"feet","Interpolated from topographic map.","NGVD29","US",35,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-NM","USGS New Mexico Water Science Center","USGS-07202000","CHICORICA CREEK NEAR HEBRON, NM","Stream",NA,11080001,233,"sq mi",NA,NA,36.77030466,-104.3963746,24000,"Unknown","Unknown","Interpolated from MAP.","NAD83",6204,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",35,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-NM","USGS New Mexico Water Science Center","USGS-07203000","VERMEJO RIVER NEAR DAWSON, NM","Stream",NA,11080001,344,"sq mi",NA,NA,36.68102778,-104.7863944,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",6378,"feet",4.3,"feet","Interpolated from Digital Elevation Model","NAVD88","US",35,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-NM","USGS New Mexico Water Science Center","USGS-07206000","CIMARRON RIVER BELOW EAGLE NEST DAM, NM","Stream",NA,11080002,167,"sq mi",NA,NA,36.532125,-105.2281444,NA,"1","seconds","Interpolated from Digital MAP.","NAD83",8080,"feet",11,"feet","Interpolated from topographic map.","NGVD29","US",35,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-NM","USGS New Mexico Water Science Center","USGS-07207000","CIMARRON RIVER NEAR CIMARRON, NM","Stream",NA,11080002,294,"sq mi",NA,NA,36.5198333,-104.9786111,NA,"1","seconds","Interpolated from Digital MAP.","NAD83",6599.58,"feet",11,"feet","Interpolated from topographic map.","NGVD29","US",35,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-NM","USGS New Mexico Water Science Center","USGS-07211500","CANADIAN RIVER NEAR TAYLOR SPRINGS, NM","Stream",NA,11080003,2850,"sq mi",NA,NA,36.29756944,-104.4954722,NA,"1","seconds","Interpolated from Digital MAP.","NAD83",5640,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",35,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-NM","USGS New Mexico Water Science Center","USGS-07221500","CANADIAN RIVER NEAR SANCHEZ, NM","Stream",NA,11080003,6015,"sq mi",5712,"sq mi",35.6548333,-104.3786111,NA,"1","seconds","Interpolated from Digital MAP.","NAD83",4500,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",35,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
