"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-AR","USGS Arkansas Water Science Center","USGS-07029150","MISSISSIPPI RIVER AT BARFIELD, ARK.","Stream",NA,8010100,NA,NA,NA,NA,35.90090817,-89.76008119,NA,"10","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",5,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-AR","USGS Arkansas Water Science Center","USGS-07040100","St. Francis River at St. Francis, AR","Stream",NA,8020203,1770,"sq mi",NA,NA,36.45555556,-90.1377778,NA,"10","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",270.57,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",5,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-AR","USGS Arkansas Water Science Center","USGS-07040450","St. Francis River at Lake City, AR","Stream",NA,8020203,2370,"sq mi",NA,NA,35.8208333,-90.4325,NA,"5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",217.69,"feet",10,"feet","Unknown.","NGVD29","US",5,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-AR","USGS Arkansas Water Science Center","USGS-07046500","BIG LAKE OUTLET NR MANILLA ARK","Stream",NA,8020204,2000,"sq mi",NA,NA,35.8472964,-90.1223154,NA,"10","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",5,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-AR","USGS Arkansas Water Science Center","USGS-07047400","PEMISCOT BAYOU AT DELL, ARK.","Stream",NA,8020204,NA,NA,NA,NA,35.85840739,-90.0467573,NA,"10","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",5,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-AR","USGS Arkansas Water Science Center","USGS-07047500","ST FRANCIS RIVER AT MARKED TREE, AR","Stream",NA,8020203,5148,"sq mi",NA,NA,35.5223041,-90.424269,NA,"10","seconds","Interpolated from MAP.","NAD83",196.44,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",5,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-AR","USGS Arkansas Water Science Center","USGS-07047700","TYRONZA RIVER NEAR TWIST","Stream",NA,8020203,533,"sq mi",NA,NA,35.3748072,-90.4681587,24000,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",5,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-AR","USGS Arkansas Water Science Center","USGS-07047800","St. Francis River at Parkin, AR","Stream",NA,8020203,NA,NA,NA,NA,35.27305556,-90.5591667,NA,"5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",175.3,"feet",10,"feet","Unknown.","NGVD29","US",5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-AR","USGS Arkansas Water Science Center","USGS-07047900","St. Francis Bay at Riverfront, AR","Stream",NA,8020203,NA,NA,NA,NA,35.26027778,-90.6833333,NA,"10","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",171.25,"feet",0.01,"feet","Level or other surveyed method.","NGVD29","US",5,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-AR","USGS Arkansas Water Science Center","USGS-07047907","St. Francis River @ Madison, AR","Stream",NA,8020203,NA,NA,NA,NA,35.01305556,-90.7205556,NA,"10","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",NA,NA,NA,NA,NA,NA,"US",5,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"11","USGS-AR","USGS Arkansas Water Science Center","USGS-07047942","LAnguille River near Colt, AR","Stream",NA,8020205,535,"sq mi",535,"sq mi",35.1447222,-90.8780556,NA,"10","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",192.66,"feet",0.06,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",5,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"12","USGS-AR","USGS Arkansas Water Science Center","USGS-07047947","Second Creek near Palestine, AR","Stream",NA,8020205,43.2,"sq mi",NA,NA,35.03888889,-90.9111111,NA,"1","minutes","Interpolated from Digital MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",5,123,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"13","USGS-AR","USGS Arkansas Water Science Center","USGS-07047964","L'ANGUILLE RIVER AT MARIANNA, ARK.","Stream",NA,8020203,NA,NA,NA,NA,34.7867634,-90.7501109,NA,"5","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",5,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"14","USGS-AR","USGS Arkansas Water Science Center","USGS-07047968","ST. FRANCIS RIVER NORTH OF HELENA, ARK.","Stream",NA,8020203,NA,NA,NA,NA,34.65398888,-90.6362183,NA,"10","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",5,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
