"","OrganizationIdentifier","OrganizationFormalName","MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","ProviderName"
"1","USGS-CO","USGS Colorado Water Science Center","USGS-09259700","LITTLE SNAKE RIVER NEAR BAGGS, WY.","Stream",NA,14050003,3020,"sq mi",NA,NA,41.0030203,-107.9203562,NA,"5","seconds","Interpolated from MAP.","NAD83",6050,"feet",15,"feet","Unknown.","NGVD29","US",56,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"2","USGS-ID","USGS Idaho Water Science Center","USGS-13027500","SALT RIVER ABOVE RESERVOIR, NEAR ETNA, WY","Stream",NA,17040105,829,"sq mi",NA,NA,43.0797222,-111.0372222,24000,"1","seconds","Interpolated from Digital MAP.","NAD83",5679.56,"feet",0.05,"feet","GNSS3 - Level 3 Quality Survey Grade Global Navigation Satellite System","NAVD88","US",56,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"3","USGS-SD","USGS South Dakota Water Science Center","USGS-06386500","CHEYENNE RIVER NEAR SPENCER, WY","Stream",NA,10120106,5323,"sq mi",5322,"sq mi",43.42108409,-104.1316022,24000,"3","seconds","Interpolated from MAP.","NAD83",3581.76,"feet",10,"feet","Interpolated from topographic map.","NAVD88","US",56,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"4","USGS-UT","USGS Utah Water Science Center","USGS-10020100","BEAR RIVER ABOVE RESERVOIR, NEAR WOODRUFF, UT","Stream",NA,16010101,755,"sq mi",NA,NA,41.4343899,-111.0176863,24000,"1","seconds","Interpolated from MAP.","NAD83",6455,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US",56,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"5","USGS-UT","USGS Utah Water Science Center","USGS-10038000","BEAR RIVER BELOW SMITHS FORK, NR COKEVILLE, WY","Stream",NA,16010102,2447,"sq mi",NA,NA,42.12604658,-110.9737986,24000,"1","seconds","Interpolated from MAP.","NAD83",6140,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",56,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"6","USGS-WY","USGS Wyoming Water Science Center","USGS-06205450","CLARKS F YLWSTN R NR MT-WY ST L, NR COOKE CITY, MT","Stream",NA,10070006,NA,NA,NA,NA,44.95772048,-109.8065667,24000,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US",56,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"7","USGS-WY","USGS Wyoming Water Science Center","USGS-06218500","WIND RIVER NEAR DUBOIS, WY","Stream",NA,10080001,232,"sq mi",NA,NA,43.57856415,-109.7598835,24000,"1","seconds","Interpolated from MAP.","NAD83",7188.71,"feet",0.1,"feet","Interpolated from topographic map.","NGVD29","US",56,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"8","USGS-WY","USGS Wyoming Water Science Center","USGS-06220800","WIND RIVER ABOVE RED CREEK, NEAR DUBOIS, WY","Stream",NA,10080001,1073,"sq mi",NA,NA,43.441622,-109.4587584,24000,"1","seconds","Interpolated from MAP.","NAD83",6400,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",56,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"9","USGS-WY","USGS Wyoming Water Science Center","USGS-06225500","WIND RIVER NEAR CROWHEART, WY","Stream",NA,10080001,1891,"sq mi",NA,NA,43.2425,-109.0105556,24000,"1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",5635,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US",56,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
"10","USGS-WY","USGS Wyoming Water Science Center","USGS-06228000","WIND RIVER AT RIVERTON, WY","Stream",NA,10080001,2309,"sq mi",NA,NA,43.01051478,-108.3767701,24000,"1","seconds","Interpolated from MAP.","NAD83",4901.56,"feet",0.02,"feet","Level or other surveyed method.","NGVD29","US",56,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NWIS"
